profession,city,state,combined
"['academician', 'student', 'engineering', 'college']","['navi mumbai, kharghar']",['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai, kharghar', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharastra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharastra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['panvel '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel ', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['mumbai '],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['panvel '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['panvel'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'panvel', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['thane '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'thane ', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['mumbai '],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai ', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra '],"['design', 'engineer', 'consultant', 'pune', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['non'],['mumbai'],"['academician', 'student', 'engineering', 'college', 'non', 'mumbai']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['panvel '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ganesh metals '],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'ganesh metals ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane(w)'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'thane(w)', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['shirwal'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'shirwal', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['kamothe'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'kamothe', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['ichalkaranji '],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'ichalkaranji ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['vashi'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'vashi', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharastra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharastra ']"
"['engineer', 'operator', 'new', 'technology']",['pen'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pen', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['boisar'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'boisar', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['vadodara'],['gujarat'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'vadodara', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['jind'],['haryana'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'jind', 'haryana']"
"['engineer', 'operator', 'new', 'technology']",['thane'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'thane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['chandrapur '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'chandrapur ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharastra '],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharastra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai city'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai city', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['bhiwandi'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'bhiwandi', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['khargher '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'khargher ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra '],"['design', 'engineer', 'consultant', 'pune', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['khopoli'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'khopoli', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['kandivali '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'kandivali ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai '],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']","['vashi,navi mumbai']",['maharastra'],"['engineer', 'operator', 'new', 'technology', 'vashi,navi mumbai', 'maharastra']"
"['engineer', 'operator', 'new', 'technology']",['vadodara'],['gujarat'],"['engineer', 'operator', 'new', 'technology', 'vadodara', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['borivali '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'borivali ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['dombivli west'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'dombivli west', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['surat'],['gujarat'],"['agencies', 'deal', 'instrumentation', 'surat', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharastra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharastra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['matunga'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'matunga', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['vikhroli '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'vikhroli ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['vadodara'],['gujarat'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'vadodara', 'gujarat']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']","['matunga, dadar']",['maharashtra '],"['academician', 'student', 'engineering', 'college', 'matunga, dadar', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['thane'],['mahrashtra'],"['academician', 'student', 'engineering', 'college', 'thane', 'mahrashtra']"
"['academician', 'student', 'engineering', 'college']",['palghar'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'palghar', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mira road'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mira road', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['vashi'],['mahārāshtra'],"['academician', 'student', 'engineering', 'college', 'vashi', 'mahārāshtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['mumbai'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pen'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pen', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharastra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharastra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai maharashtra india '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'navi mumbai maharashtra india ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['kalol'],['gujarat '],"['academician', 'student', 'engineering', 'college', 'kalol', 'gujarat ']"
"['academician', 'student', 'engineering', 'college']",['bhiwandi'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'bhiwandi', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['navi mumbai '],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'navi mumbai ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra ']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['solvay speciality india pvt ltd '],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'solvay speciality india pvt ltd ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharastra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharastra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['nashik '],['maharashtra '],"['agencies', 'deal', 'instrumentation', 'nashik ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'navi mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['kurla'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'kurla', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['vasai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'vasai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['vasai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'vasai', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['panvel'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'panvel', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['karad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'karad', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['vashi'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'vashi', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['karad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'karad', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['karad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'karad', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai '],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'navi mumbai ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['kharghar'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'kharghar', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company']",['pune '],['maharashtra'],"['regulatory', 'authority', 'policy', 'maker', 'urban', 'planning', 'specialist', 'utility', 'energy', 'company', 'pune ', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['delhi'],['delhi'],"['engineer', 'operator', 'new', 'technology', 'delhi', 'delhi']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['nasik'],['maharastra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'nasik', 'maharastra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['sangli'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'sangli', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbai'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbai', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra '],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['sangli'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'sangli', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune '],['maharashtra '],"['design', 'engineer', 'consultant', 'pune ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra '],"['design', 'engineer', 'consultant', 'pune', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra '],"['design', 'engineer', 'consultant', 'pune', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['mumbra'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'mumbra', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune '],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['daund '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'daund ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['thane'],['maharashtra '],"['academician', 'student', 'engineering', 'college', 'thane', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra '],"['design', 'engineer', 'consultant', 'pune', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['nashik'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'nashik', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['daund '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'daund ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['nashik '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'nashik ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['ulhasnagar '],['maharashtra'],"['design', 'engineer', 'consultant', 'ulhasnagar ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai ', 'maharashtra ']"
"['agencies', 'deal', 'instrumentation']",['thane'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'thane', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai '],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai ', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai '],['maharastra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai ', 'maharastra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['aurangabad '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'aurangabad ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['ichalkaranji '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'ichalkaranji ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['dombivli'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'dombivli', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['thane '],['maharashtra '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'thane ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['other countries'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'other countries']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ahmedabad '],['gujarat '],"['engineer', 'operator', 'new', 'technology', 'ahmedabad ', 'gujarat ']"
"['engineer', 'operator', 'new', 'technology']",['ahmedabad '],['gujarat '],"['engineer', 'operator', 'new', 'technology', 'ahmedabad ', 'gujarat ']"
"['academician', 'student', 'engineering', 'college']",['mumbra'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbra', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['thane'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'thane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai', 'maharashtra']"
