Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event Type,Event Month,Attendee Demographics,ROI Metrics,Feedback
3,1,2,85085,2.0,2,2,7,0,4.6,2
2,0,0,49833,7.0,2,1,8,0,4.2,2
0,2,2,97090,7.0,0,0,7,2,4.8,2
1,1,2,56442,8.0,1,0,2,0,3.0,1
2,1,2,57237,8.0,0,2,12,2,2.3,2
2,0,1,64958,2.0,3,3,1,1,2.8,0
1,1,2,71814,3.0,0,3,12,4,2.7,1
0,0,2,35914,5.0,0,0,9,0,2.1,2
5,2,2,63820,11.0,1,3,2,2,3.0,1
2,0,2,41001,6.0,1,3,11,2,4.3,2
3,1,0,20517,11.0,0,2,9,3,3.1,0
1,2,1,35382,5.0,1,0,11,0,2.5,1
2,1,2,75158,7.0,3,3,8,2,2.6,1
2,1,1,69355,5.0,0,2,8,2,5.0,0
3,0,2,32655,9.0,1,1,7,1,3.3,1
2,2,0,69934,6.0,3,3,10,0,2.7,2
3,1,2,46181,10.0,2,3,10,3,2.9,1
2,1,1,36799,3.0,3,3,4,3,3.3,1
3,1,2,54979,6.0,1,1,7,2,2.5,1
3,2,0,89539,9.0,2,3,6,2,3.6,2
2,1,1,81313,4.0,3,1,12,2,3.6,1
3,0,0,55628,3.0,0,1,4,2,4.8,2
4,1,2,54083,9.0,0,2,7,2,2.2,2
1,2,1,90096,10.0,1,1,8,0,4.9,2
1,2,2,16227,4.0,0,2,4,4,2.2,2
1,2,0,35752,4.0,0,1,12,2,4.1,1
0,2,2,96983,3.0,2,1,10,3,2.1,2
3,2,0,83916,3.0,2,1,9,3,2.8,1
3,2,0,71974,6.0,3,0,1,2,3.7,0
3,0,1,42437,6.0,3,0,10,2,4.1,2
0,2,1,75433,7.0,1,1,7,1,2.3,0
1,2,0,55439,6.0,0,1,10,4,4.3,0
4,1,0,21068,9.0,2,0,6,0,4.2,1
3,1,1,97012,12.0,2,0,12,3,4.3,1
1,2,2,94910,12.0,0,2,8,2,4.4,1
1,0,1,51888,4.0,0,2,12,3,3.8,1
5,1,0,35427,12.0,1,3,1,1,3.5,1
1,0,1,54402,5.0,0,0,12,0,2.4,1
0,2,1,16569,5.0,0,3,1,2,4.5,0
5,0,1,96859,1.0,0,2,12,1,3.5,0
0,2,2,98747,2.0,0,3,11,3,3.2,1
2,1,2,65591,2.0,1,3,12,4,4.3,1
3,1,0,89723,1.0,3,3,2,1,2.6,1
5,0,0,97158,11.0,0,1,9,2,3.2,1
5,0,2,80105,9.0,1,0,12,4,4.9,1
1,2,2,37111,6.0,1,3,6,1,2.5,1
3,0,0,45381,12.0,1,2,6,0,3.7,0
2,1,0,70942,2.0,1,3,8,2,4.8,2
1,2,1,50596,4.0,2,0,10,1,3.9,2
3,2,2,83168,1.0,3,0,12,1,4.1,2
1,0,1,49859,4.0,0,3,3,0,3.1,1
0,0,2,90329,3.0,1,3,12,1,4.4,0
1,1,0,65640,11.0,1,2,6,0,2.8,0
5,2,0,13420,1.0,3,3,7,1,4.9,1
1,0,2,79322,9.0,1,2,10,4,3.1,0
2,0,1,95837,12.0,0,3,11,0,3.9,1
3,1,0,34190,5.0,3,2,4,0,4.3,2
4,2,0,71326,10.0,0,2,6,2,3.1,1
3,2,2,89705,4.0,3,2,3,3,4.8,2
3,2,1,90147,8.0,0,1,11,0,3.1,2
3,1,0,77507,5.0,0,0,4,4,2.7,0
1,2,0,21234,9.0,2,2,1,1,3.1,2
5,1,0,76052,8.0,0,1,3,0,4.4,2
5,1,2,72215,12.0,1,1,11,3,4.8,2
4,2,2,78462,9.0,2,2,10,4,2.1,0
1,1,2,97524,4.0,0,3,12,4,3.0,0
2,2,0,32236,4.0,3,0,1,4,4.1,0
2,0,2,32400,2.0,0,3,8,1,2.7,1
0,0,1,67689,1.0,0,0,2,3,3.1,2
4,1,0,86687,8.0,0,0,6,3,3.8,2
4,1,2,35280,2.0,0,1,4,0,4.7,2
2,2,1,75090,6.0,3,0,2,4,3.2,1
1,2,0,67345,7.0,0,2,10,2,2.6,1
1,2,2,45361,6.0,2,0,12,1,4.9,1
2,2,0,21369,2.0,0,0,10,0,4.3,0
4,0,2,25853,9.0,1,0,4,4,4.3,0
4,0,1,23553,10.0,1,2,12,0,2.3,1
1,2,1,79234,6.0,3,3,2,0,2.8,1
3,0,0,97147,9.0,3,0,8,3,2.3,1
3,0,2,95026,7.0,1,1,1,4,2.1,0
4,1,0,61235,10.0,0,3,7,1,4.1,1
2,1,0,14799,9.0,1,1,1,1,2.6,2
2,2,1,66227,8.0,2,0,8,1,2.4,0
4,1,1,67677,6.0,2,0,3,0,2.1,1
5,2,0,36799,1.0,3,2,1,1,2.9,0
2,1,0,59801,6.0,0,3,12,3,3.6,0
5,0,2,29830,8.0,0,0,4,3,3.9,2
2,1,2,60477,12.0,2,1,12,1,3.5,0
0,1,2,49052,12.0,3,3,9,1,3.9,2
1,1,0,59091,11.0,0,3,3,3,4.2,1
4,0,2,62513,9.0,0,3,2,1,3.2,2
2,1,0,19803,6.0,3,1,7,2,3.3,0
5,0,2,16123,5.0,2,1,6,0,3.5,1
5,0,0,44586,10.0,1,1,11,2,2.0,1
0,0,2,60590,11.0,2,3,7,0,4.8,1
3,2,1,33692,8.0,1,0,10,0,3.7,1
2,2,0,43927,11.0,2,0,3,0,2.3,1
1,2,0,50116,1.0,3,0,7,3,2.3,1
5,1,2,46778,10.0,3,3,3,1,2.0,0
4,0,1,57095,3.0,3,0,6,0,3.3,1
4,0,2,21851,2.0,3,0,4,2,2.2,2
3,1,1,84804,12.0,0,3,8,2,3.9,1
0,0,1,64386,1.0,2,0,9,3,3.0,0
0,0,2,84234,9.0,1,0,9,1,2.2,1
2,0,0,42768,6.0,1,1,7,4,5.0,0
2,1,2,70086,10.0,0,0,10,3,3.0,2
0,1,2,92587,4.0,0,2,1,4,4.3,2
3,0,2,96204,10.0,1,0,2,4,4.8,1
4,2,2,52125,9.0,1,2,9,0,2.8,0
5,2,2,26111,1.0,1,0,3,2,4.2,0
0,2,0,53363,11.0,1,2,12,1,2.6,0
2,1,2,36942,11.0,1,3,2,4,2.3,0
3,1,1,64363,2.0,2,1,7,3,5.0,1
0,0,1,28612,11.0,1,2,11,2,2.6,0
2,1,2,59543,5.0,1,1,12,3,3.5,1
3,0,2,68434,8.0,1,0,11,4,3.3,0
4,2,2,63010,10.0,0,3,9,2,2.1,0
5,0,1,97097,1.0,1,0,12,2,3.1,2
0,1,0,53967,10.0,2,2,11,4,4.5,0
1,0,1,62437,7.0,0,0,1,0,4.0,1
2,1,1,30871,4.0,2,3,5,1,4.6,1
5,0,2,39082,3.0,1,1,3,0,3.9,2
3,1,2,65661,7.0,0,3,9,1,2.0,0
1,0,2,47850,12.0,1,2,2,0,3.0,0
2,1,2,73892,3.0,0,1,2,2,2.1,0
4,1,0,68806,3.0,2,2,1,3,3.8,0
0,1,2,88310,1.0,2,0,1,1,2.8,1
2,0,0,65256,6.0,0,2,8,1,4.1,2
1,1,0,44524,10.0,3,2,3,2,3.1,2
0,1,1,26076,8.0,3,2,6,1,4.9,0
3,1,1,89241,4.0,3,3,6,1,4.9,2
1,1,2,81125,7.0,3,2,12,4,2.1,1
4,1,1,98702,8.0,3,1,3,0,2.1,2
3,0,2,98002,10.0,3,3,2,4,2.7,1
5,0,0,17401,4.0,1,2,12,4,4.8,2
5,1,1,29038,8.0,0,0,3,2,3.1,0
2,2,0,36606,8.0,0,0,1,2,3.0,1
5,2,2,81857,11.0,2,1,6,3,4.7,1
3,1,0,33947,10.0,2,2,12,2,3.3,1
2,0,1,97413,6.0,3,1,8,4,3.8,1
5,2,1,99643,4.0,1,2,8,2,3.0,1
0,2,0,74821,7.0,3,2,6,1,4.1,0
5,1,1,68283,11.0,3,2,9,2,3.2,2
4,0,0,40217,3.0,0,2,3,1,4.1,1
3,1,1,24422,10.0,1,1,4,1,2.8,2
3,1,2,81056,9.0,1,2,9,0,3.7,0
2,0,1,85131,12.0,3,1,1,4,4.0,2
1,1,2,67009,12.0,2,2,12,1,2.3,0
3,1,1,41991,12.0,0,3,4,2,2.7,2
5,2,0,17517,5.0,2,3,8,0,4.7,0
5,2,0,16431,12.0,2,3,8,3,2.0,0
4,1,0,89491,5.0,0,0,9,3,2.9,1
0,2,2,82650,1.0,0,3,7,4,2.8,2
2,0,1,64751,2.0,3,0,6,0,2.1,1
3,2,1,57954,9.0,3,2,10,0,4.8,1
2,2,1,40082,3.0,3,1,1,2,4.0,1
1,0,1,72421,4.0,0,3,10,4,3.5,0
2,2,0,97075,3.0,1,1,3,0,4.0,1
5,1,1,48550,12.0,3,1,1,3,2.3,1
4,1,0,91926,3.0,2,1,10,4,4.7,2
2,2,0,44820,5.0,3,0,10,1,4.9,1
5,1,2,25624,5.0,1,0,2,0,3.4,2
0,0,0,36272,11.0,2,3,7,2,2.6,2
4,0,1,80040,11.0,0,1,3,2,2.9,2
5,1,0,11726,7.0,3,1,6,4,2.7,0
5,0,0,31762,12.0,0,1,1,3,4.7,0
3,1,2,15818,12.0,2,0,8,0,4.9,1
3,0,2,85949,4.0,2,0,8,1,4.3,1
0,0,0,82956,11.0,3,1,3,2,2.9,2
5,2,2,57497,6.0,1,2,3,3,2.6,1
2,2,2,44317,12.0,2,2,3,4,2.4,2
5,2,0,39652,2.0,2,2,6,0,4.4,2
4,0,1,25651,9.0,2,0,11,3,3.6,2
2,2,1,39352,10.0,0,0,8,2,3.2,0
3,0,0,12011,10.0,3,0,10,0,3.2,2
5,0,1,53624,7.0,1,0,4,3,4.1,0
4,1,0,54899,9.0,1,2,3,4,2.5,1
3,1,1,97803,5.0,3,0,9,3,4.5,2
5,2,0,42498,12.0,3,2,1,0,2.1,0
2,2,1,93630,7.0,2,1,9,3,4.9,2
0,2,2,56780,1.0,1,1,2,3,3.2,1
0,1,0,26259,2.0,3,3,4,2,4.4,1
2,2,2,89866,8.0,1,1,2,0,3.7,2
3,2,2,12776,2.0,1,0,1,0,3.7,2
1,0,2,25941,10.0,0,3,7,0,2.1,2
2,1,1,23865,6.0,3,1,9,2,3.2,0
5,1,2,88009,3.0,0,3,11,0,4.9,0
4,1,1,62495,9.0,2,1,7,4,3.9,0
5,0,1,25671,5.0,0,3,8,3,3.4,1
4,1,1,83758,5.0,1,2,6,2,4.6,2
0,1,0,42813,12.0,1,3,3,3,3.1,2
4,2,1,44276,6.0,1,2,12,3,3.1,1
2,2,1,33968,10.0,0,3,3,0,4.1,1
1,1,2,90107,10.0,0,2,11,4,4.7,2
3,2,1,58408,11.0,2,1,1,1,2.2,1
3,0,1,72465,7.0,1,1,6,4,2.6,0
5,2,2,52429,10.0,2,1,12,3,2.6,2
5,2,2,61271,1.0,2,1,2,0,3.9,1
5,2,1,21479,8.0,3,1,4,3,3.4,0
3,0,0,33672,11.0,3,2,7,0,2.3,0
1,1,2,83771,1.0,0,0,8,3,2.6,2
5,0,0,66035,5.0,1,2,3,0,4.8,2
1,0,2,65309,8.0,2,0,4,2,2.6,0
3,0,0,79317,2.0,3,1,2,0,3.3,1
2,0,2,58652,7.0,1,1,6,3,3.4,1
2,0,0,59576,1.0,0,0,1,1,2.0,2
4,2,1,61524,1.0,1,0,6,2,3.5,0
0,2,0,45121,1.0,3,2,10,3,2.9,2
1,0,1,83302,4.0,3,1,12,2,3.1,1
1,1,0,53117,7.0,2,1,10,4,2.9,1
2,0,0,65372,9.0,0,0,2,3,3.4,0
3,1,0,85674,1.0,2,3,4,1,3.9,0
0,1,0,66739,6.0,1,3,5,1,2.4,1
1,1,0,74607,6.0,2,2,3,3,3.6,0
4,2,1,10966,4.0,1,1,3,0,4.9,0
1,0,0,95222,7.0,0,3,5,1,3.6,0
5,0,2,15218,2.0,1,1,10,0,4.9,1
2,2,1,31859,7.0,2,2,11,1,3.6,2
5,0,2,84010,6.0,0,2,9,0,3.0,0
5,0,2,38528,8.0,3,1,7,2,2.1,2
2,1,0,27685,6.0,0,0,10,0,2.4,2
2,1,0,36013,1.0,2,1,12,0,3.1,0
3,2,1,24688,4.0,0,0,9,0,3.5,2
5,0,1,79089,2.0,0,2,1,2,3.5,1
5,2,1,57919,12.0,0,2,1,2,2.7,2
1,1,0,98788,9.0,1,1,1,3,2.2,2
0,0,0,94574,8.0,1,1,1,1,2.2,1
1,0,2,49019,7.0,3,0,9,0,2.5,2
2,2,1,50656,10.0,0,1,7,3,3.1,1
2,0,0,38071,1.0,3,1,4,2,4.1,2
1,1,1,86378,7.0,2,2,9,3,3.7,0
3,0,1,56417,11.0,0,2,8,4,4.9,2
1,0,0,99558,9.0,0,2,1,2,4.8,1
5,0,2,37119,7.0,0,0,12,4,2.1,0
1,1,2,54100,12.0,1,3,8,2,3.9,2
5,1,1,39432,4.0,2,3,10,4,3.5,0
1,1,2,29193,9.0,2,3,4,3,3.2,2
0,0,1,52854,7.0,3,3,6,1,2.8,0
0,0,2,69092,7.0,2,2,7,1,4.1,2
3,1,1,83109,5.0,2,3,12,2,2.3,2
5,0,0,93582,4.0,2,0,3,4,3.1,1
4,1,0,69955,4.0,0,2,10,0,3.9,2
4,0,2,41218,7.0,0,0,3,1,3.4,2
3,0,1,58855,2.0,3,1,1,3,4.5,2
5,1,2,51012,12.0,3,0,4,2,2.1,1
5,2,0,48675,8.0,0,0,9,4,4.7,2
0,1,0,75933,5.0,2,3,4,3,4.9,1
2,2,1,19686,6.0,0,0,2,1,3.0,2
5,0,0,81447,5.0,1,1,12,0,3.9,1
2,0,1,63929,9.0,2,2,1,4,3.9,2
3,0,1,24702,4.0,1,1,9,2,2.2,2
3,1,0,79232,12.0,2,2,11,2,4.4,1
5,0,1,47052,3.0,2,3,11,1,3.4,1
5,2,1,79092,8.0,3,1,10,1,3.1,1
2,2,1,14932,2.0,1,1,6,1,3.1,0
1,0,0,57506,12.0,1,3,10,4,3.0,1
3,1,0,35501,1.0,1,1,2,1,2.2,0
5,1,2,59059,8.0,2,0,12,1,2.9,0
0,1,0,19965,5.0,0,3,7,2,3.1,0
3,1,1,26777,5.0,1,3,6,0,2.9,0
3,1,0,48871,7.0,0,0,4,0,2.7,2
3,2,2,62628,4.0,1,2,1,3,4.6,2
4,1,1,97068,2.0,1,1,11,3,2.9,0
2,0,1,72459,7.0,0,0,8,2,2.8,0
0,1,2,73083,1.0,3,3,3,4,2.9,2
1,1,1,12362,8.0,0,2,3,0,2.6,2
1,1,0,95043,1.0,3,0,9,2,3.2,1
4,2,0,48044,7.0,1,1,11,1,4.3,0
2,1,0,85136,8.0,2,1,7,1,2.3,2
5,1,1,10511,7.0,1,2,8,0,4.5,1
1,2,1,76656,9.0,0,2,2,0,4.4,1
2,0,2,35566,6.0,1,1,12,1,4.9,2
3,2,2,12468,9.0,2,2,11,1,4.0,0
0,0,1,77034,9.0,3,0,11,4,2.2,1
4,2,2,60893,12.0,3,3,9,2,4.9,1
3,2,0,29461,12.0,1,0,9,1,4.7,2
5,2,1,51655,10.0,1,1,1,3,3.7,0
3,2,2,20694,1.0,0,2,11,4,2.2,1
0,2,0,18173,3.0,0,1,9,4,4.3,2
0,1,1,11374,10.0,1,2,12,3,4.0,1
1,2,1,97084,8.0,2,1,4,3,4.9,2
3,0,1,25771,6.0,1,3,9,2,4.0,0
0,2,2,93980,8.0,2,1,12,1,3.3,1
5,2,1,31621,11.0,1,1,10,2,4.1,1
2,0,2,10856,6.0,3,3,8,1,4.5,1
5,2,1,44442,12.0,0,3,10,4,4.3,0
5,0,2,71478,12.0,0,1,8,0,2.7,1
5,1,0,33651,1.0,1,3,11,2,2.0,0
4,0,1,87005,3.0,3,1,6,4,4.2,1
0,0,1,68540,11.0,0,0,9,4,2.3,1
2,1,1,29947,2.0,2,0,9,1,4.2,1
0,0,0,53257,12.0,0,2,8,0,2.1,2
2,1,1,24054,8.0,2,0,2,4,4.6,1
1,2,2,42896,9.0,2,0,7,2,3.2,1
1,2,2,97191,10.0,3,0,12,2,3.6,0
2,1,0,97223,6.0,1,1,8,0,2.3,1
3,0,0,76267,3.0,3,3,12,2,3.8,2
4,1,0,35334,8.0,3,3,4,2,2.2,1
0,2,0,57596,3.0,2,1,12,4,4.6,1
5,2,0,41278,9.0,0,1,10,2,4.3,0
5,2,1,77179,3.0,0,0,3,0,4.6,1
4,1,2,83351,8.0,0,2,8,1,4.5,0
2,0,0,72020,6.0,3,1,11,4,4.2,0
5,0,0,58972,12.0,3,3,6,4,3.3,0
4,2,2,49989,11.0,0,2,11,0,2.3,1
0,0,2,18906,3.0,2,2,12,4,2.0,2
0,0,1,39628,2.0,3,1,9,4,3.4,2
0,1,2,77452,11.0,0,3,10,2,3.6,1
4,0,2,77101,6.0,3,0,3,0,2.2,0
2,1,2,79202,1.0,1,3,11,0,3.3,1
1,0,1,93775,10.0,3,1,3,3,4.4,1
5,2,0,70549,2.0,1,1,4,2,4.0,2
2,2,1,94862,11.0,2,1,11,4,4.8,1
2,2,2,78913,12.0,3,1,8,0,3.1,0
1,1,1,68736,8.0,0,2,1,2,2.0,1
3,1,1,18297,7.0,2,0,3,0,3.1,2
3,1,2,91061,5.0,1,3,1,1,3.1,1
5,1,1,28992,2.0,3,0,6,2,4.8,2
4,0,0,53780,4.0,2,2,8,0,4.8,1
4,2,1,57026,9.0,0,1,7,4,3.3,0
3,0,0,72636,8.0,2,1,5,0,3.4,0
5,2,1,55527,12.0,2,3,1,0,2.1,1
4,1,2,12868,3.0,1,1,2,1,3.8,2
5,2,2,56330,11.0,3,1,4,4,4.8,1
1,2,1,65737,2.0,2,0,11,4,3.4,2
3,1,0,26042,8.0,3,3,6,2,2.3,2
4,1,1,22047,7.0,0,1,9,3,4.9,2
3,1,1,27149,3.0,1,3,10,1,3.2,2
2,2,2,51433,5.0,3,3,6,2,3.8,1
5,1,0,62585,8.0,2,3,4,2,4.5,2
5,0,2,23832,4.0,0,0,3,0,4.7,2
0,2,2,22727,3.0,2,0,12,4,4.1,0
3,0,0,35447,12.0,0,2,10,3,2.3,1
2,1,2,89182,9.0,3,2,12,3,4.4,1
0,1,0,14106,10.0,0,3,2,1,3.7,0
1,0,2,99400,2.0,3,1,6,3,4.3,2
5,2,2,97720,3.0,1,3,4,3,4.9,1
2,1,1,92738,11.0,3,1,8,1,4.0,0
5,1,2,47115,11.0,3,2,8,2,2.3,2
0,2,2,85607,8.0,2,3,5,4,5.0,0
1,0,2,93218,9.0,1,0,4,1,2.8,2
2,1,0,71513,7.0,3,3,2,1,2.2,0
0,1,1,36645,6.0,1,0,7,3,4.1,1
5,1,0,77235,8.0,3,2,2,4,2.6,2
4,0,0,42301,11.0,0,0,1,0,4.4,0
2,0,2,29269,1.0,3,2,1,3,3.3,0
4,0,1,55965,6.0,2,3,8,4,4.2,0
2,1,0,81398,2.0,2,3,2,0,4.5,2
3,0,1,91759,9.0,2,2,6,1,3.8,2
2,1,1,33110,6.0,1,0,4,4,4.9,1
4,2,2,29538,5.0,1,3,11,1,3.2,2
5,1,1,26359,12.0,0,0,11,4,4.1,1
0,2,2,36924,9.0,0,3,2,4,4.3,2
4,2,0,21146,7.0,0,0,8,2,4.2,2
0,0,1,58757,4.0,3,2,9,0,3.9,2
5,2,2,42897,11.0,0,1,7,2,2.9,2
5,2,0,68354,9.0,1,1,3,2,3.7,1
2,0,0,46305,11.0,0,1,7,1,3.2,0
0,2,0,14578,9.0,1,2,1,0,3.4,2
4,0,2,90180,11.0,3,2,1,1,3.5,1
4,1,1,11583,1.0,3,3,6,2,3.2,0
2,2,1,56490,10.0,2,2,6,3,3.3,0
2,1,1,27496,11.0,2,0,11,2,2.6,2
3,1,1,49652,10.0,1,0,7,4,2.3,0
1,1,2,66341,5.0,2,0,2,3,4.7,0
2,2,2,93193,6.0,1,2,9,1,5.0,0
5,2,2,61309,2.0,0,2,9,3,3.7,1
2,2,2,69001,10.0,2,1,3,3,3.0,1
2,2,0,85179,4.0,3,1,4,3,4.7,0
0,2,2,67942,3.0,3,0,10,4,3.7,0
4,0,1,70228,5.0,1,1,8,4,3.8,1
1,2,1,23605,3.0,2,1,2,2,2.2,0
1,2,1,56285,6.0,0,3,1,3,3.1,2
5,0,1,33200,10.0,3,1,5,4,2.8,2
4,2,2,70609,11.0,0,3,8,3,4.8,0
0,1,0,16437,3.0,3,3,4,0,3.6,2
2,1,0,38831,5.0,1,2,3,2,4.8,2
1,2,0,46051,12.0,3,1,3,3,2.9,0
2,0,1,50567,3.0,0,2,9,2,4.9,2
4,2,1,62700,5.0,1,0,4,0,2.4,1
4,2,1,77875,5.0,0,2,4,3,4.1,0
4,1,2,83838,5.0,3,1,12,1,4.8,2
3,1,2,20817,11.0,1,3,2,0,2.2,2
4,0,0,59663,4.0,1,3,2,1,3.3,0
2,2,1,33304,8.0,3,3,12,4,3.7,1
5,2,2,39846,4.0,2,0,2,0,2.2,2
3,2,2,30502,10.0,2,1,2,4,2.3,1
1,1,1,51230,7.0,3,2,6,1,4.5,2
0,2,2,63792,1.0,3,3,7,0,2.7,0
1,1,1,41787,9.0,2,3,12,1,4.8,2
1,1,0,89855,7.0,3,0,4,3,3.1,1
4,1,0,89738,6.0,2,3,6,2,4.4,1
5,0,2,87625,10.0,2,0,9,4,2.9,0
0,0,1,53032,3.0,2,1,4,3,2.8,2
2,1,1,99275,9.0,0,2,2,4,4.1,0
0,1,2,48039,2.0,2,1,4,1,3.5,1
3,2,2,22590,7.0,2,0,4,0,3.2,0
3,0,2,55130,8.0,0,3,9,4,3.8,2
2,0,1,90730,2.0,0,3,2,0,4.1,0
1,1,1,47644,7.0,3,3,2,2,4.9,2
2,0,2,46298,2.0,3,1,10,2,2.7,0
3,1,2,78073,9.0,0,0,3,2,2.6,0
2,1,0,96652,12.0,3,3,11,4,2.5,0
3,2,0,56489,12.0,1,1,12,1,3.3,0
4,2,0,47915,12.0,3,0,1,2,2.4,1
5,1,1,81103,8.0,0,1,7,1,2.6,2
1,1,1,90011,6.0,1,2,7,3,4.8,1
2,1,2,78419,7.0,3,1,1,2,2.2,2
4,0,0,61654,12.0,1,0,3,2,3.3,2
4,0,1,11799,12.0,1,2,9,4,3.2,2
0,1,0,78480,7.0,0,2,7,4,2.1,2
5,1,0,10805,7.0,1,2,3,4,3.4,1
0,2,0,77541,4.0,1,3,1,0,2.6,2
0,0,1,58839,8.0,3,3,12,0,4.7,2
4,1,0,40743,6.0,1,2,10,0,3.5,2
4,1,2,20428,11.0,2,2,8,3,4.5,2
4,0,0,98389,10.0,0,3,4,2,4.6,2
3,2,0,40579,7.0,0,2,8,1,2.3,2
3,2,0,95161,6.0,1,2,8,0,2.1,0
4,2,2,65343,1.0,3,0,3,3,4.5,1
0,2,0,98641,8.0,2,1,7,3,5.0,1
5,0,1,78298,6.0,2,1,12,3,2.8,0
4,1,2,33296,10.0,1,1,8,3,2.8,1
3,0,2,73107,9.0,1,2,12,0,3.1,2
3,0,2,47576,8.0,1,3,3,0,4.8,1
3,2,2,54257,7.0,3,1,3,2,4.1,1
1,0,0,66569,1.0,3,2,9,1,3.2,0
4,2,2,66042,10.0,3,3,12,1,3.1,1
4,2,0,72752,1.0,2,3,8,3,2.4,1
5,2,2,48582,3.0,0,0,11,3,3.0,1
4,0,0,11803,11.0,1,3,8,0,2.3,0
5,1,0,86365,6.0,3,1,10,2,4.0,2
5,1,1,62670,7.0,2,3,3,2,5.0,1
1,1,1,61975,11.0,2,0,4,4,4.8,2
0,1,0,22621,6.0,0,1,7,1,3.6,1
5,2,0,42324,11.0,1,1,10,0,2.8,1
1,1,2,55684,5.0,2,0,1,4,3.8,0
1,0,1,60809,12.0,0,1,8,1,4.3,2
1,0,1,26783,12.0,1,2,1,2,4.3,0
1,1,1,58483,4.0,0,0,7,2,2.2,0
3,2,0,97667,8.0,0,3,4,0,4.0,1
1,1,0,47162,11.0,0,1,4,4,4.6,1
5,2,2,78897,7.0,2,0,6,0,3.6,2
1,1,2,50303,2.0,3,2,7,3,2.4,1
4,1,0,60079,1.0,0,0,11,0,3.1,1
5,0,2,36607,2.0,3,2,7,2,2.1,1
4,0,0,14215,3.0,0,2,10,2,4.6,1
0,1,2,20648,5.0,2,1,7,2,4.6,1
3,2,1,86986,1.0,0,0,3,3,3.1,1
2,1,0,25548,9.0,2,0,10,1,2.8,0
5,0,0,63627,5.0,1,3,2,1,3.5,0
1,0,1,97362,3.0,0,3,9,1,5.0,1
0,0,0,77252,6.0,1,2,9,0,3.9,1
5,0,0,22902,8.0,3,1,3,1,2.8,0
0,0,2,46318,3.0,3,1,2,2,4.5,0
4,1,0,63540,4.0,3,0,7,2,4.1,0
5,0,2,45495,5.0,1,3,4,1,3.8,2
4,0,2,66869,11.0,0,3,3,4,2.4,1
3,2,2,44960,6.0,0,0,12,2,2.1,0
1,1,1,92655,9.0,0,2,2,1,4.9,0
4,1,1,25653,11.0,0,2,2,0,3.0,0
3,1,1,65557,2.0,2,3,9,3,3.8,1
1,0,1,78892,10.0,3,2,5,3,4.1,0
2,2,0,40669,12.0,2,2,2,1,2.3,0
1,1,2,36582,12.0,3,2,12,0,3.0,0
3,2,2,45678,9.0,0,2,8,1,3.6,2
3,0,2,87710,3.0,3,2,8,0,4.9,1
3,0,0,95401,2.0,0,2,2,3,3.9,1
0,0,2,64158,2.0,3,3,1,1,2.1,2
5,0,1,55262,8.0,3,0,6,2,2.7,1
0,1,0,60881,1.0,3,0,11,3,2.7,0
0,2,1,48052,9.0,2,0,7,0,3.1,2
0,0,2,18770,10.0,3,0,3,2,3.5,2
5,0,0,75784,10.0,3,1,8,3,4.2,2
4,1,0,58518,6.0,1,2,4,0,2.6,1
5,0,0,38141,4.0,1,0,7,2,4.5,2
3,0,2,54376,6.0,2,0,4,2,4.3,1
2,1,2,77838,7.0,2,0,12,0,4.9,1
5,0,2,21256,2.0,0,3,9,3,4.4,0
1,0,0,26075,6.0,0,1,1,3,2.4,1
1,2,1,28452,4.0,2,1,10,1,3.7,2
5,1,1,99732,11.0,2,1,10,4,2.8,1
5,1,0,58803,8.0,2,2,3,4,4.9,0
4,1,0,36814,6.0,2,3,12,4,2.6,1
5,2,0,45800,5.0,0,1,2,2,4.4,0
1,2,0,25303,6.0,0,2,6,1,4.5,2
4,1,2,71686,11.0,3,1,12,0,4.6,2
3,2,0,68796,2.0,1,0,9,3,4.2,1
5,2,0,70663,6.0,2,3,10,3,4.3,2
0,1,0,89851,1.0,1,2,8,4,2.9,0
1,0,0,33392,8.0,1,1,10,2,4.7,1
1,0,2,41631,10.0,3,0,10,4,3.6,0
5,1,2,69529,6.0,1,3,10,4,3.1,2
5,0,1,69628,2.0,2,0,7,4,2.5,2
3,0,2,65038,10.0,2,0,9,0,2.7,1
1,2,0,90750,2.0,0,1,11,2,3.5,1
4,1,0,50641,10.0,2,3,7,2,3.8,2
0,0,1,89163,12.0,0,0,4,1,4.1,2
2,0,2,92097,12.0,2,1,10,0,2.6,2
3,1,1,79158,1.0,3,1,9,0,3.6,1
1,0,1,17789,3.0,0,2,2,1,2.4,2
4,0,0,77975,11.0,2,1,1,0,2.9,0
5,0,1,99971,7.0,2,0,4,0,4.0,1
4,0,1,10375,6.0,2,0,9,1,2.3,2
3,1,1,21614,1.0,0,0,9,0,3.3,2
1,1,2,15813,8.0,2,0,1,3,4.0,0
4,1,2,28653,6.0,0,0,10,3,4.9,0
0,2,1,62486,11.0,1,2,3,0,2.5,0
5,2,1,91045,6.0,1,2,6,1,3.5,1
4,2,1,55188,3.0,1,0,1,1,2.3,1
0,2,0,53394,11.0,2,0,11,3,4.5,2
4,0,2,95783,12.0,1,3,2,3,3.5,0
2,2,2,90373,4.0,3,0,9,3,3.0,1
2,2,2,82416,10.0,1,1,11,3,5.0,0
0,0,1,74614,8.0,0,3,7,4,2.6,0
