Sponsor ID,Sponsor Name,Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event ID,Event Name,Event Type,Event Date,Event Month,Attendee Demographics,ROI Metrics,Feedback
3230,Sponsor 3230,Finance,Large,Title Sponsor,79830,7,Booth space,3330,Event 3330,Workshop,2024-12-05,12,IT professionals,4.5,Positive
3231,Sponsor 3231,Automotive,Small,Co-Sponsor,53834,2,Logo placement,3331,Event 3331,Workshop,2024-12-01,12,Tech enthusiasts,3.9,Neutral
3232,Sponsor 3232,Healthcare,Medium,Associate Sponsor,66746,1,Social media mentions,3332,Event 3332,Seminar,2025-04-21,4,Tech enthusiasts,3.0,Neutral
3233,Sponsor 3233,Retail,Large,Co-Sponsor,25272,1,Social media mentions,3333,Event 3333,Seminar,2025-02-26,2,Healthcare providers,3.1,Neutral
3234,Sponsor 3234,Retail,Medium,Title Sponsor,81693,10,Booth space,3334,Event 3334,Conference,2024-09-24,9,Finance professionals,4.1,Negative
3235,Sponsor 3235,Healthcare,Large,Associate Sponsor,89052,11,Booth space,3335,Event 3335,Exhibition,2024-11-23,11,General public,4.9,Neutral
3236,Sponsor 3236,Finance,Medium,Title Sponsor,95465,1,Logo placement,3336,Event 3336,Seminar,2024-06-25,6,IT professionals,4.7,Positive
3237,Sponsor 3237,Technology,Medium,Co-Sponsor,66792,5,Logo placement,3337,Event 3337,Exhibition,2024-09-17,9,IT professionals,4.1,Neutral
3238,Sponsor 3238,Wellness,Medium,Title Sponsor,45475,6,Logo placement,3338,Event 3338,Exhibition,2025-03-28,3,Tech enthusiasts,4.6,Neutral
3239,Sponsor 3239,Automotive,Medium,Co-Sponsor,55939,9,Promotional materials,3339,Event 3339,Seminar,2025-04-10,4,Healthcare providers,4.2,Positive
3240,Sponsor 3240,Wellness,Small,Title Sponsor,34514,10,Booth space,3340,Event 3340,Seminar,2024-07-24,7,Tech enthusiasts,3.7,Negative
3241,Sponsor 3241,Technology,Medium,Associate Sponsor,63194,7,Booth space,3341,Event 3341,Seminar,2025-04-24,4,Finance professionals,4.4,Neutral
3242,Sponsor 3242,Technology,Large,Associate Sponsor,81631,12,Booth space,3342,Event 3342,Workshop,2024-06-15,6,Tech enthusiasts,4.8,Negative
3243,Sponsor 3243,Retail,Small,Associate Sponsor,56995,1,Promotional materials,3343,Event 3343,Seminar,2025-02-24,2,Finance professionals,2.8,Negative
3244,Sponsor 3244,Healthcare,Large,Title Sponsor,18400,4,Social media mentions,3344,Event 3344,Exhibition,2024-10-12,10,General public,2.5,Positive
3245,Sponsor 3245,Automotive,Large,Co-Sponsor,84628,6,Promotional materials,3345,Event 3345,Conference,2024-12-31,12,Finance professionals,2.9,Positive
3246,Sponsor 3246,Wellness,Large,Title Sponsor,87220,7,Social media mentions,3346,Event 3346,Seminar,2025-02-08,2,Healthcare providers,3.5,Negative
3247,Sponsor 3247,Finance,Medium,Co-Sponsor,57085,10,Social media mentions,3347,Event 3347,Conference,2024-05-28,5,IT professionals,2.2,Neutral
3248,Sponsor 3248,Automotive,Medium,Co-Sponsor,42577,12,Promotional materials,3348,Event 3348,Exhibition,2024-07-26,7,IT professionals,3.6,Negative
3249,Sponsor 3249,Technology,Medium,Associate Sponsor,50915,1,Social media mentions,3349,Event 3349,Workshop,2024-10-25,10,IT professionals,4.5,Positive
3250,Sponsor 3250,Wellness,Small,Title Sponsor,59026,12,Booth space,3350,Event 3350,Conference,2024-08-25,8,IT professionals,3.1,Positive
3251,Sponsor 3251,Finance,Medium,Co-Sponsor,95444,9,Logo placement,3351,Event 3351,Seminar,2025-02-01,2,Tech enthusiasts,4.2,Neutral
3252,Sponsor 3252,Healthcare,Small,Associate Sponsor,57253,9,Promotional materials,3352,Event 3352,Seminar,2024-10-16,10,Healthcare providers,4.8,Neutral
3253,Sponsor 3253,Finance,Small,Title Sponsor,45629,10,Promotional materials,3353,Event 3353,Seminar,2024-11-10,11,Tech enthusiasts,2.8,Neutral
3254,Sponsor 3254,Healthcare,Large,Title Sponsor,84529,1,Social media mentions,3354,Event 3354,Conference,2025-03-07,3,Tech enthusiasts,4.3,Negative
3255,Sponsor 3255,Wellness,Medium,Co-Sponsor,22633,10,Promotional materials,3355,Event 3355,Exhibition,2024-07-16,7,Finance professionals,2.3,Neutral
3256,Sponsor 3256,Automotive,Small,Co-Sponsor,76483,6,Promotional materials,3356,Event 3356,Exhibition,2024-06-28,6,Healthcare providers,3.5,Negative
3257,Sponsor 3257,Automotive,Small,Associate Sponsor,23709,6,Social media mentions,3357,Event 3357,Exhibition,2024-12-28,12,Finance professionals,4.2,Positive
3258,Sponsor 3258,Retail,Small,Co-Sponsor,11528,7,Social media mentions,3358,Event 3358,Seminar,2024-06-07,6,Tech enthusiasts,3.3,Negative
3259,Sponsor 3259,Finance,Large,Co-Sponsor,50893,9,Logo placement,3359,Event 3359,Conference,2024-11-27,11,Healthcare providers,4.9,Negative
3260,Sponsor 3260,Technology,Small,Co-Sponsor,75126,4,Promotional materials,3360,Event 3360,Exhibition,2025-01-06,1,Healthcare providers,2.6,Positive
3261,Sponsor 3261,Automotive,Small,Co-Sponsor,50966,1,Logo placement,3361,Event 3361,Seminar,2024-09-06,9,Finance professionals,4.2,Positive
3262,Sponsor 3262,Retail,Large,Associate Sponsor,79657,4,Promotional materials,3362,Event 3362,Conference,2024-09-06,9,Finance professionals,2.6,Negative
3263,Sponsor 3263,Automotive,Large,Associate Sponsor,40080,6,Logo placement,3363,Event 3363,Conference,2025-02-16,2,Finance professionals,3.0,Negative
3264,Sponsor 3264,Technology,Medium,Co-Sponsor,21962,2,Promotional materials,3364,Event 3364,Workshop,2024-09-28,9,Tech enthusiasts,2.7,Negative
3265,Sponsor 3265,Technology,Medium,Associate Sponsor,53872,6,Promotional materials,3365,Event 3365,Seminar,2024-08-16,8,General public,4.0,Neutral
3266,Sponsor 3266,Automotive,Large,Title Sponsor,24184,3,Logo placement,3366,Event 3366,Workshop,2024-11-24,11,General public,2.2,Negative
3267,Sponsor 3267,Wellness,Small,Co-Sponsor,80236,2,Promotional materials,3367,Event 3367,Conference,2024-10-07,10,General public,4.4,Positive
3268,Sponsor 3268,Retail,Medium,Title Sponsor,99437,2,Logo placement,3368,Event 3368,Conference,2024-09-25,9,IT professionals,4.4,Negative
3269,Sponsor 3269,Healthcare,Small,Co-Sponsor,85529,4,Booth space,3369,Event 3369,Seminar,2024-07-31,7,Tech enthusiasts,5.0,Negative
3270,Sponsor 3270,Technology,Small,Title Sponsor,79627,5,Promotional materials,3370,Event 3370,Conference,2024-09-03,9,Finance professionals,4.5,Positive
3271,Sponsor 3271,Finance,Small,Co-Sponsor,36308,3,Promotional materials,3371,Event 3371,Workshop,2025-01-08,1,Tech enthusiasts,4.5,Negative
3272,Sponsor 3272,Finance,Medium,Associate Sponsor,18638,10,Social media mentions,3372,Event 3372,Conference,2024-07-03,7,Healthcare providers,4.2,Neutral
3273,Sponsor 3273,Technology,Medium,Title Sponsor,46618,1,Booth space,3373,Event 3373,Workshop,2024-06-06,6,Tech enthusiasts,3.0,Negative
3274,Sponsor 3274,Automotive,Medium,Title Sponsor,98633,5,Social media mentions,3374,Event 3374,Seminar,2025-01-18,1,Healthcare providers,3.9,Negative
3275,Sponsor 3275,Retail,Small,Co-Sponsor,29746,5,Promotional materials,3375,Event 3375,Seminar,2025-04-14,4,IT professionals,2.2,Neutral
3276,Sponsor 3276,Retail,Medium,Associate Sponsor,93298,6,Logo placement,3376,Event 3376,Seminar,2024-10-10,10,Finance professionals,2.9,Negative
3277,Sponsor 3277,Finance,Large,Associate Sponsor,56784,9,Promotional materials,3377,Event 3377,Workshop,2024-12-10,12,Finance professionals,2.0,Negative
3278,Sponsor 3278,Finance,Medium,Title Sponsor,34691,8,Logo placement,3378,Event 3378,Seminar,2024-06-22,6,Finance professionals,3.4,Neutral
3279,Sponsor 3279,Finance,Medium,Co-Sponsor,12779,6,Booth space,3379,Event 3379,Workshop,2024-09-02,9,Finance professionals,3.8,Neutral
3280,Sponsor 3280,Wellness,Large,Associate Sponsor,25119,11,Social media mentions,3380,Event 3380,Exhibition,2024-09-12,9,Healthcare providers,4.1,Neutral
3281,Sponsor 3281,Finance,Medium,Title Sponsor,39803,6,Social media mentions,3381,Event 3381,Conference,2024-12-03,12,Finance professionals,2.0,Neutral
3282,Sponsor 3282,Finance,Large,Title Sponsor,47611,3,Promotional materials,3382,Event 3382,Seminar,2024-07-04,7,IT professionals,4.7,Neutral
3283,Sponsor 3283,Retail,Small,Title Sponsor,58638,2,Booth space,3383,Event 3383,Conference,2024-07-11,7,Healthcare providers,4.4,Negative
3284,Sponsor 3284,Retail,Large,Title Sponsor,88964,4,Logo placement,3384,Event 3384,Seminar,2024-07-26,7,Finance professionals,4.4,Neutral
3285,Sponsor 3285,Finance,Small,Title Sponsor,15530,4,Booth space,3385,Event 3385,Workshop,2024-11-05,11,IT professionals,2.0,Neutral
3286,Sponsor 3286,Automotive,Small,Title Sponsor,76832,8,Promotional materials,3386,Event 3386,Exhibition,2025-03-27,3,Tech enthusiasts,4.7,Positive
3287,Sponsor 3287,Wellness,Large,Associate Sponsor,16132,11,Booth space,3387,Event 3387,Conference,2024-07-08,7,Healthcare providers,2.3,Neutral
3288,Sponsor 3288,Retail,Small,Title Sponsor,67708,9,Social media mentions,3388,Event 3388,Exhibition,2024-06-29,6,Finance professionals,2.9,Negative
3289,Sponsor 3289,Wellness,Small,Title Sponsor,60975,11,Promotional materials,3389,Event 3389,Seminar,2024-08-07,8,IT professionals,4.1,Positive
3290,Sponsor 3290,Finance,Small,Associate Sponsor,17761,3,Booth space,3390,Event 3390,Conference,2024-10-02,10,IT professionals,4.6,Neutral
3291,Sponsor 3291,Finance,Medium,Title Sponsor,18173,12,Social media mentions,3391,Event 3391,Exhibition,2024-09-03,9,Tech enthusiasts,4.8,Neutral
3292,Sponsor 3292,Finance,Small,Title Sponsor,34803,4,Logo placement,3392,Event 3392,Workshop,2025-02-26,2,Finance professionals,2.4,Positive
3293,Sponsor 3293,Healthcare,Large,Title Sponsor,61414,11,Booth space,3393,Event 3393,Seminar,2024-08-19,8,General public,2.2,Neutral
3294,Sponsor 3294,Healthcare,Large,Associate Sponsor,18394,10,Booth space,3394,Event 3394,Workshop,2024-08-08,8,General public,3.2,Negative
3295,Sponsor 3295,Wellness,Medium,Title Sponsor,38128,6,Promotional materials,3395,Event 3395,Exhibition,2024-11-29,11,Finance professionals,2.3,Positive
3296,Sponsor 3296,Wellness,Medium,Associate Sponsor,15347,5,Booth space,3396,Event 3396,Workshop,2024-10-02,10,Finance professionals,2.9,Neutral
3297,Sponsor 3297,Technology,Large,Associate Sponsor,80402,6,Booth space,3397,Event 3397,Workshop,2025-01-15,1,Finance professionals,3.7,Neutral
3298,Sponsor 3298,Retail,Medium,Title Sponsor,13821,4,Promotional materials,3398,Event 3398,Seminar,2025-04-23,4,Healthcare providers,2.5,Negative
3299,Sponsor 3299,Finance,Large,Co-Sponsor,44719,1,Promotional materials,3399,Event 3399,Exhibition,2025-04-16,4,Finance professionals,4.1,Negative
3300,Sponsor 3300,Technology,Small,Co-Sponsor,51616,6,Logo placement,3400,Event 3400,Seminar,2024-08-16,8,Healthcare providers,2.6,Neutral
3301,Sponsor 3301,Automotive,Medium,Co-Sponsor,20983,10,Social media mentions,3401,Event 3401,Exhibition,2024-06-11,6,Finance professionals,3.7,Negative
3302,Sponsor 3302,Retail,Medium,Title Sponsor,12039,2,Booth space,3402,Event 3402,Workshop,2025-03-19,3,IT professionals,2.9,Neutral
3303,Sponsor 3303,Technology,Large,Title Sponsor,17556,5,Booth space,3403,Event 3403,Exhibition,2024-09-13,9,General public,2.7,Positive
3304,Sponsor 3304,Finance,Small,Co-Sponsor,63883,4,Social media mentions,3404,Event 3404,Exhibition,2024-11-18,11,Healthcare providers,4.0,Positive
3305,Sponsor 3305,Healthcare,Large,Associate Sponsor,78038,11,Booth space,3405,Event 3405,Seminar,2024-06-29,6,Tech enthusiasts,4.1,Positive
3306,Sponsor 3306,Retail,Medium,Co-Sponsor,87259,4,Logo placement,3406,Event 3406,Seminar,2024-11-23,11,IT professionals,4.4,Negative
3307,Sponsor 3307,Finance,Small,Co-Sponsor,11058,7,Booth space,3407,Event 3407,Exhibition,2025-02-27,2,General public,4.3,Negative
3308,Sponsor 3308,Wellness,Large,Co-Sponsor,84014,7,Logo placement,3408,Event 3408,Seminar,2024-06-09,6,Healthcare providers,3.8,Negative
3309,Sponsor 3309,Finance,Large,Associate Sponsor,89849,7,Logo placement,3409,Event 3409,Exhibition,2025-04-20,4,IT professionals,2.5,Negative
3310,Sponsor 3310,Wellness,Large,Co-Sponsor,36902,5,Booth space,3410,Event 3410,Exhibition,2024-09-01,9,Finance professionals,3.7,Neutral
3311,Sponsor 3311,Automotive,Medium,Title Sponsor,31154,4,Booth space,3411,Event 3411,Conference,2024-12-27,12,IT professionals,2.2,Negative
3312,Sponsor 3312,Technology,Large,Associate Sponsor,86904,11,Promotional materials,3412,Event 3412,Workshop,2025-04-07,4,IT professionals,3.4,Neutral
3313,Sponsor 3313,Retail,Large,Associate Sponsor,20978,2,Promotional materials,3413,Event 3413,Conference,2024-09-20,9,Healthcare providers,3.6,Neutral
3314,Sponsor 3314,Retail,Large,Title Sponsor,70406,3,Booth space,3414,Event 3414,Workshop,2025-04-12,4,General public,2.8,Negative
3315,Sponsor 3315,Healthcare,Medium,Associate Sponsor,96948,9,Social media mentions,3415,Event 3415,Exhibition,2025-04-15,4,Tech enthusiasts,2.3,Neutral
3316,Sponsor 3316,Wellness,Medium,Co-Sponsor,60005,1,Booth space,3416,Event 3416,Exhibition,2024-10-31,10,Tech enthusiasts,4.3,Negative
3317,Sponsor 3317,Technology,Small,Title Sponsor,66877,1,Social media mentions,3417,Event 3417,Workshop,2025-04-05,4,Healthcare providers,3.7,Positive
3318,Sponsor 3318,Finance,Medium,Title Sponsor,27881,12,Logo placement,3418,Event 3418,Workshop,2024-06-15,6,Finance professionals,3.5,Negative
3319,Sponsor 3319,Automotive,Large,Co-Sponsor,14456,4,Promotional materials,3419,Event 3419,Exhibition,2024-12-01,12,Healthcare providers,2.6,Negative
3320,Sponsor 3320,Healthcare,Large,Associate Sponsor,36630,3,Promotional materials,3420,Event 3420,Seminar,2025-01-12,1,Tech enthusiasts,4.4,Negative
3321,Sponsor 3321,Retail,Small,Co-Sponsor,81841,6,Promotional materials,3421,Event 3421,Exhibition,2025-01-05,1,IT professionals,4.5,Positive
3322,Sponsor 3322,Finance,Medium,Associate Sponsor,85827,6,Booth space,3422,Event 3422,Seminar,2025-04-04,4,IT professionals,3.7,Neutral
3323,Sponsor 3323,Finance,Large,Co-Sponsor,27206,11,Booth space,3423,Event 3423,Exhibition,2025-04-14,4,IT professionals,2.6,Negative
3324,Sponsor 3324,Automotive,Large,Title Sponsor,91315,12,Promotional materials,3424,Event 3424,Conference,2024-07-10,7,Finance professionals,2.5,Negative
3325,Sponsor 3325,Wellness,Large,Title Sponsor,21908,1,Social media mentions,3425,Event 3425,Seminar,2025-03-08,3,Finance professionals,2.8,Positive
3326,Sponsor 3326,Technology,Small,Associate Sponsor,67222,5,Promotional materials,3426,Event 3426,Workshop,2025-03-23,3,Finance professionals,3.9,Neutral
3327,Sponsor 3327,Wellness,Small,Co-Sponsor,82444,8,Promotional materials,3427,Event 3427,Workshop,2024-06-27,6,IT professionals,3.2,Negative
3328,Sponsor 3328,Finance,Large,Co-Sponsor,28550,11,Booth space,3428,Event 3428,Exhibition,2025-03-24,3,General public,2.7,Positive
3329,Sponsor 3329,Technology,Medium,Associate Sponsor,59989,5,Social media mentions,3429,Event 3429,Seminar,2025-04-15,4,Tech enthusiasts,3.1,Neutral
3330,Sponsor 3330,Finance,Large,Associate Sponsor,87166,2,Promotional materials,3430,Event 3430,Seminar,2025-02-17,2,Finance professionals,3.1,Neutral
3331,Sponsor 3331,Finance,Small,Co-Sponsor,95231,1,Booth space,3431,Event 3431,Exhibition,2024-12-23,12,IT professionals,4.7,Neutral
3332,Sponsor 3332,Technology,Large,Title Sponsor,14578,6,Booth space,3432,Event 3432,Conference,2024-08-17,8,Finance professionals,3.9,Positive
3333,Sponsor 3333,Wellness,Medium,Title Sponsor,34922,4,Logo placement,3433,Event 3433,Workshop,2024-12-17,12,General public,4.4,Positive
3334,Sponsor 3334,Automotive,Small,Associate Sponsor,56221,10,Social media mentions,3434,Event 3434,Seminar,2024-09-30,9,General public,2.8,Positive
3335,Sponsor 3335,Technology,Medium,Title Sponsor,16068,10,Promotional materials,3435,Event 3435,Seminar,2024-12-13,12,General public,4.8,Positive
3336,Sponsor 3336,Finance,Small,Title Sponsor,41179,3,Booth space,3436,Event 3436,Seminar,2024-07-18,7,General public,4.8,Positive
3337,Sponsor 3337,Retail,Large,Associate Sponsor,70419,7,Logo placement,3437,Event 3437,Exhibition,2025-03-01,3,Finance professionals,4.3,Negative
3338,Sponsor 3338,Retail,Large,Associate Sponsor,21455,5,Logo placement,3438,Event 3438,Workshop,2024-08-29,8,Healthcare providers,2.2,Negative
3339,Sponsor 3339,Technology,Large,Associate Sponsor,16644,9,Promotional materials,3439,Event 3439,Conference,2024-12-31,12,IT professionals,4.0,Neutral
3340,Sponsor 3340,Retail,Medium,Associate Sponsor,14146,5,Logo placement,3440,Event 3440,Conference,2024-07-23,7,General public,3.2,Neutral
3341,Sponsor 3341,Finance,Large,Title Sponsor,51424,3,Booth space,3441,Event 3441,Seminar,2025-04-15,4,Tech enthusiasts,2.9,Negative
3342,Sponsor 3342,Finance,Medium,Associate Sponsor,17828,7,Promotional materials,3442,Event 3442,Workshop,2024-11-10,11,Tech enthusiasts,3.1,Neutral
3343,Sponsor 3343,Technology,Large,Associate Sponsor,33539,3,Booth space,3443,Event 3443,Exhibition,2024-06-24,6,General public,4.8,Positive
3344,Sponsor 3344,Wellness,Small,Title Sponsor,15141,11,Booth space,3444,Event 3444,Seminar,2024-06-30,6,General public,4.9,Neutral
3345,Sponsor 3345,Finance,Medium,Co-Sponsor,28280,12,Booth space,3445,Event 3445,Exhibition,2024-12-08,12,Tech enthusiasts,3.0,Neutral
3346,Sponsor 3346,Retail,Medium,Title Sponsor,16828,6,Social media mentions,3446,Event 3446,Seminar,2024-06-22,6,IT professionals,3.2,Positive
3347,Sponsor 3347,Technology,Small,Co-Sponsor,89199,6,Promotional materials,3447,Event 3447,Conference,2024-06-13,6,Healthcare providers,2.9,Negative
3348,Sponsor 3348,Healthcare,Small,Associate Sponsor,34939,8,Booth space,3448,Event 3448,Seminar,2025-03-08,3,General public,3.9,Negative
3349,Sponsor 3349,Technology,Large,Title Sponsor,13577,6,Social media mentions,3449,Event 3449,Workshop,2024-09-29,9,General public,4.9,Positive
3350,Sponsor 3350,Automotive,Medium,Associate Sponsor,12125,10,Promotional materials,3450,Event 3450,Workshop,2025-03-29,3,Tech enthusiasts,2.6,Negative
3351,Sponsor 3351,Healthcare,Medium,Title Sponsor,56774,11,Promotional materials,3451,Event 3451,Conference,2025-04-06,4,General public,3.2,Positive
3352,Sponsor 3352,Wellness,Large,Co-Sponsor,48770,5,Promotional materials,3452,Event 3452,Seminar,2024-12-05,12,IT professionals,2.9,Positive
3353,Sponsor 3353,Healthcare,Large,Associate Sponsor,19449,12,Promotional materials,3453,Event 3453,Workshop,2024-09-02,9,Tech enthusiasts,3.1,Positive
3354,Sponsor 3354,Wellness,Medium,Title Sponsor,62892,11,Logo placement,3454,Event 3454,Seminar,2025-04-25,4,IT professionals,2.8,Positive
3355,Sponsor 3355,Retail,Medium,Associate Sponsor,68900,5,Logo placement,3455,Event 3455,Seminar,2024-11-09,11,Tech enthusiasts,4.4,Positive
3356,Sponsor 3356,Automotive,Medium,Title Sponsor,71320,5,Promotional materials,3456,Event 3456,Workshop,2024-07-29,7,General public,2.9,Positive
3357,Sponsor 3357,Healthcare,Small,Associate Sponsor,60078,4,Social media mentions,3457,Event 3457,Conference,2024-12-21,12,IT professionals,3.7,Negative
3358,Sponsor 3358,Technology,Large,Co-Sponsor,26964,7,Booth space,3458,Event 3458,Seminar,2025-04-06,4,General public,4.9,Negative
3359,Sponsor 3359,Technology,Large,Associate Sponsor,21952,6,Logo placement,3459,Event 3459,Workshop,2024-09-30,9,Tech enthusiasts,2.7,Positive
3360,Sponsor 3360,Technology,Large,Co-Sponsor,95191,2,Logo placement,3460,Event 3460,Workshop,2024-10-06,10,Tech enthusiasts,2.8,Negative
3361,Sponsor 3361,Healthcare,Medium,Title Sponsor,12022,9,Booth space,3461,Event 3461,Workshop,2025-02-15,2,Healthcare providers,3.1,Negative
3362,Sponsor 3362,Retail,Large,Co-Sponsor,29634,8,Promotional materials,3462,Event 3462,Conference,2024-07-05,7,Healthcare providers,3.2,Negative
3363,Sponsor 3363,Retail,Medium,Associate Sponsor,57040,7,Logo placement,3463,Event 3463,Workshop,2024-09-04,9,IT professionals,3.2,Negative
3364,Sponsor 3364,Retail,Medium,Title Sponsor,39944,10,Social media mentions,3464,Event 3464,Conference,2024-11-13,11,IT professionals,4.1,Neutral
3365,Sponsor 3365,Automotive,Large,Co-Sponsor,40790,5,Logo placement,3465,Event 3465,Workshop,2024-08-11,8,IT professionals,3.4,Neutral
3366,Sponsor 3366,Automotive,Small,Associate Sponsor,98004,10,Booth space,3466,Event 3466,Workshop,2024-05-28,5,General public,2.3,Positive
3367,Sponsor 3367,Finance,Large,Co-Sponsor,39719,6,Booth space,3467,Event 3467,Seminar,2024-05-28,5,IT professionals,4.6,Neutral
3368,Sponsor 3368,Technology,Small,Associate Sponsor,52385,8,Promotional materials,3468,Event 3468,Workshop,2025-02-10,2,General public,4.9,Neutral
3369,Sponsor 3369,Retail,Medium,Title Sponsor,70284,7,Promotional materials,3469,Event 3469,Workshop,2025-03-21,3,Healthcare providers,4.9,Negative
3370,Sponsor 3370,Automotive,Medium,Title Sponsor,71818,3,Booth space,3470,Event 3470,Exhibition,2024-10-15,10,Finance professionals,4.7,Negative
3371,Sponsor 3371,Wellness,Large,Title Sponsor,80960,4,Promotional materials,3471,Event 3471,Workshop,2025-04-09,4,General public,3.7,Neutral
3372,Sponsor 3372,Wellness,Medium,Associate Sponsor,63038,12,Booth space,3472,Event 3472,Conference,2025-02-26,2,Healthcare providers,3.0,Positive
3373,Sponsor 3373,Wellness,Medium,Co-Sponsor,23348,1,Social media mentions,3473,Event 3473,Exhibition,2024-06-02,6,Tech enthusiasts,4.4,Neutral
3374,Sponsor 3374,Technology,Large,Co-Sponsor,72193,10,Booth space,3474,Event 3474,Exhibition,2025-02-11,2,Tech enthusiasts,4.2,Negative
3375,Sponsor 3375,Retail,Large,Associate Sponsor,55773,7,Booth space,3475,Event 3475,Seminar,2024-08-12,8,Tech enthusiasts,3.1,Negative
3376,Sponsor 3376,Technology,Large,Co-Sponsor,32421,7,Promotional materials,3476,Event 3476,Workshop,2024-08-18,8,IT professionals,3.3,Negative
3377,Sponsor 3377,Wellness,Small,Associate Sponsor,34119,10,Booth space,3477,Event 3477,Seminar,2025-02-05,2,IT professionals,3.9,Negative
3378,Sponsor 3378,Finance,Large,Co-Sponsor,33498,3,Promotional materials,3478,Event 3478,Workshop,2024-06-09,6,IT professionals,4.6,Negative
3379,Sponsor 3379,Finance,Small,Title Sponsor,15654,2,Promotional materials,3479,Event 3479,Exhibition,2025-04-04,4,Tech enthusiasts,3.4,Negative
3380,Sponsor 3380,Technology,Small,Associate Sponsor,30440,8,Booth space,3480,Event 3480,Workshop,2025-04-23,4,IT professionals,2.6,Neutral
3381,Sponsor 3381,Automotive,Large,Co-Sponsor,98808,6,Social media mentions,3481,Event 3481,Conference,2024-06-27,6,Tech enthusiasts,2.9,Neutral
3382,Sponsor 3382,Automotive,Small,Associate Sponsor,91594,4,Social media mentions,3482,Event 3482,Exhibition,2024-12-17,12,General public,3.1,Positive
3383,Sponsor 3383,Technology,Small,Associate Sponsor,45288,12,Booth space,3483,Event 3483,Exhibition,2025-04-20,4,Tech enthusiasts,2.1,Positive
3384,Sponsor 3384,Technology,Small,Title Sponsor,10439,1,Logo placement,3484,Event 3484,Seminar,2024-08-21,8,Finance professionals,2.4,Positive
3385,Sponsor 3385,Finance,Large,Title Sponsor,83478,6,Logo placement,3485,Event 3485,Workshop,2024-10-19,10,Tech enthusiasts,4.8,Negative
3386,Sponsor 3386,Automotive,Large,Associate Sponsor,19154,2,Social media mentions,3486,Event 3486,Conference,2025-01-31,1,Healthcare providers,2.9,Positive
3387,Sponsor 3387,Healthcare,Large,Associate Sponsor,25444,4,Booth space,3487,Event 3487,Conference,2024-11-21,11,General public,3.0,Neutral
3388,Sponsor 3388,Finance,Medium,Co-Sponsor,80250,4,Promotional materials,3488,Event 3488,Conference,2024-08-21,8,IT professionals,4.7,Negative
3389,Sponsor 3389,Finance,Small,Title Sponsor,59704,11,Logo placement,3489,Event 3489,Workshop,2025-02-19,2,Healthcare providers,4.8,Positive
3390,Sponsor 3390,Retail,Large,Title Sponsor,73820,2,Booth space,3490,Event 3490,Exhibition,2024-07-18,7,General public,3.1,Positive
3391,Sponsor 3391,Technology,Small,Title Sponsor,66902,8,Logo placement,3491,Event 3491,Workshop,2024-08-29,8,General public,2.5,Neutral
3392,Sponsor 3392,Wellness,Small,Co-Sponsor,19745,11,Booth space,3492,Event 3492,Seminar,2025-02-08,2,Tech enthusiasts,2.3,Neutral
3393,Sponsor 3393,Automotive,Medium,Co-Sponsor,63288,2,Booth space,3493,Event 3493,Exhibition,2024-09-15,9,General public,4.1,Positive
3394,Sponsor 3394,Retail,Large,Title Sponsor,99890,12,Social media mentions,3494,Event 3494,Conference,2024-10-08,10,Tech enthusiasts,3.3,Neutral
3395,Sponsor 3395,Retail,Medium,Title Sponsor,39824,2,Logo placement,3495,Event 3495,Exhibition,2024-11-01,11,Healthcare providers,2.3,Neutral
3396,Sponsor 3396,Automotive,Medium,Co-Sponsor,72428,1,Logo placement,3496,Event 3496,Workshop,2024-06-06,6,Finance professionals,2.5,Positive
3397,Sponsor 3397,Healthcare,Medium,Associate Sponsor,18602,10,Social media mentions,3497,Event 3497,Exhibition,2024-07-07,7,Tech enthusiasts,4.1,Neutral
3398,Sponsor 3398,Finance,Medium,Co-Sponsor,38038,7,Promotional materials,3498,Event 3498,Conference,2025-03-09,3,General public,4.4,Neutral
3399,Sponsor 3399,Finance,Small,Co-Sponsor,23519,1,Booth space,3499,Event 3499,Seminar,2024-07-18,7,Tech enthusiasts,3.6,Neutral
3400,Sponsor 3400,Healthcare,Small,Associate Sponsor,48146,10,Logo placement,3500,Event 3500,Seminar,2024-11-20,11,IT professionals,2.7,Negative
3401,Sponsor 3401,Technology,Large,Co-Sponsor,71861,1,Social media mentions,3501,Event 3501,Exhibition,2024-06-22,6,Finance professionals,4.3,Negative
3402,Sponsor 3402,Healthcare,Small,Co-Sponsor,10511,10,Social media mentions,3502,Event 3502,Exhibition,2024-12-12,12,General public,4.0,Negative
3403,Sponsor 3403,Wellness,Medium,Co-Sponsor,95981,3,Booth space,3503,Event 3503,Exhibition,2025-02-04,2,IT professionals,2.6,Neutral
3404,Sponsor 3404,Retail,Small,Associate Sponsor,85545,1,Booth space,3504,Event 3504,Exhibition,2024-07-06,7,General public,4.7,Negative
3405,Sponsor 3405,Retail,Medium,Co-Sponsor,49644,9,Logo placement,3505,Event 3505,Conference,2024-10-14,10,IT professionals,3.1,Negative
3406,Sponsor 3406,Finance,Medium,Title Sponsor,77622,10,Social media mentions,3506,Event 3506,Exhibition,2024-06-19,6,Healthcare providers,4.7,Negative
3407,Sponsor 3407,Wellness,Medium,Associate Sponsor,50041,8,Booth space,3507,Event 3507,Conference,2024-07-04,7,IT professionals,2.6,Neutral
