Event_Type,Location,Ticket_Price,Weather_Condition,Attendance_Count,Day_of_Week,Month
2,2,32.0,2,201.0,4,6
3,1,61.0,2,341.0,3,4
1,2,68.0,0,414.0,3,3
2,2,85.0,1,485.0,6,6
1,4,14.0,2,50.0,1,2
1,0,72.0,2,305.0,2,2
2,1,61.0,2,147.0,1,12
3,1,65.0,2,304.0,4,11
0,1,77.0,2,382.0,0,5
2,2,26.0,2,411.0,1,9
1,2,20.0,0,94.0,5,10
2,0,45.0,0,189.0,2,9
1,0,44.0,1,57.0,2,7
0,0,41.0,1,332.0,0,12
1,2,43.0,0,146.0,6,6
2,4,63.0,1,96.0,2,11
2,2,19.0,2,403.0,1,9
0,1,47.0,0,53.0,4,2
3,0,69.0,0,269.0,0,2
3,0,42.0,0,407.0,0,11
3,3,48.0,2,94.0,1,10
3,2,81.0,2,339.0,0,5
0,3,39.0,1,136.0,1,8
0,1,77.0,0,415.0,1,5
1,0,19.0,0,68.0,1,7
0,3,81.0,1,473.0,0,2
2,0,18.0,1,392.0,0,5
2,1,35.0,2,78.0,2,3
2,0,26.0,1,106.0,0,9
2,0,42.0,1,133.0,4,11
2,1,26.0,0,457.0,2,6
3,2,77.0,2,170.0,6,5
0,1,37.0,0,58.0,5,6
3,2,93.0,0,230.0,3,12
3,2,28.0,0,195.0,1,2
1,3,20.0,1,243.0,4,11
3,4,34.0,0,413.0,4,5
2,1,84.0,0,172.0,3,12
0,4,60.0,1,473.0,0,6
3,0,47.0,0,325.0,5,1
3,1,70.0,0,388.0,1,1
3,3,93.0,2,265.0,3,2
0,3,60.0,2,98.0,4,7
1,4,22.0,1,320.0,3,6
0,0,66.0,1,291.0,0,8
3,3,16.0,0,196.0,0,2
1,4,49.0,0,401.0,5,3
0,3,28.0,0,499.0,5,3
1,4,67.0,2,206.0,5,6
2,0,21.0,2,282.0,5,2
3,2,71.0,0,248.0,5,12
3,0,97.0,0,222.0,5,9
3,0,73.0,1,485.0,2,11
2,1,36.0,2,340.0,2,2
3,0,73.0,1,254.0,3,10
1,0,14.0,2,100.0,1,5
1,2,79.0,1,316.0,4,1
0,1,65.0,1,238.0,3,4
2,3,70.0,1,308.0,6,4
1,1,63.0,0,102.0,5,8
3,3,69.0,2,230.0,5,3
1,4,70.0,1,292.0,3,4
3,4,27.0,1,189.0,0,9
1,3,73.0,2,111.0,6,8
3,2,57.0,0,181.0,5,7
0,4,70.0,1,277.0,0,3
0,1,10.0,0,204.0,5,9
1,2,23.0,0,224.0,4,9
3,3,56.0,1,214.0,4,4
2,3,73.0,2,52.0,6,8
2,1,16.0,1,143.0,4,2
1,0,58.0,2,495.0,6,3
3,3,19.0,2,397.0,3,7
1,2,36.0,2,58.0,4,3
0,0,56.0,0,328.0,0,1
2,0,13.0,0,355.0,2,5
3,0,58.0,2,154.0,5,7
1,1,79.0,0,345.0,1,10
3,3,19.0,2,116.0,1,3
1,0,44.0,1,93.0,3,1
3,4,56.0,2,437.0,3,3
3,0,80.0,0,82.0,4,7
1,0,37.0,1,168.0,1,10
1,2,65.0,0,286.0,0,10
3,0,79.0,2,327.0,4,8
3,3,26.0,2,415.0,6,6
0,3,99.0,0,234.0,2,4
2,4,62.0,0,333.0,3,7
3,4,80.0,2,202.0,3,8
1,3,100.0,0,346.0,0,4
1,0,29.0,1,491.0,1,7
2,1,96.0,0,421.0,3,1
2,2,53.0,0,124.0,5,7
3,0,23.0,0,363.0,6,2
1,0,58.0,1,377.0,2,12
2,1,65.0,2,246.0,5,12
0,0,18.0,0,350.0,0,9
0,4,97.0,0,234.0,4,8
2,2,92.0,1,238.0,1,10
2,3,33.0,0,229.0,3,12
2,1,15.0,0,410.0,6,7
0,0,86.0,1,125.0,1,2
1,3,65.0,2,403.0,4,9
3,1,69.0,1,71.0,1,6
1,1,22.0,0,389.0,6,12
1,0,47.0,1,50.0,6,12
2,4,97.0,1,436.0,1,4
1,0,23.0,1,338.0,0,2
3,1,61.0,0,323.0,0,2
2,0,22.0,0,85.0,2,2
1,2,20.0,1,424.0,3,9
1,0,59.0,2,324.0,6,6
0,3,12.0,2,425.0,2,10
2,4,73.0,2,232.0,3,8
3,4,16.0,1,50.0,0,2
3,2,39.0,0,476.0,0,1
2,2,25.0,2,286.0,5,12
0,1,96.0,0,254.0,2,10
1,3,54.0,0,307.0,1,3
2,4,91.0,1,424.0,3,2
3,1,73.0,2,162.0,4,9
2,1,74.0,2,355.0,3,12
3,2,67.0,2,361.0,2,12
2,1,69.0,0,117.0,0,9
1,1,59.0,1,324.0,5,7
2,3,88.0,2,245.0,3,8
0,4,60.0,1,97.0,6,2
3,1,87.0,0,400.0,3,10
1,1,45.0,0,55.0,5,1
3,3,20.0,2,279.0,0,4
0,0,16.0,1,391.0,0,7
2,3,43.0,0,251.0,4,1
1,3,59.0,0,278.0,6,1
0,1,54.0,1,437.0,5,6
3,1,76.0,0,435.0,0,10
1,3,84.0,2,223.0,2,8
2,3,33.0,1,500.0,4,4
1,0,55.0,1,434.0,3,2
0,4,57.0,0,437.0,4,6
1,3,50.0,1,135.0,1,2
1,3,94.0,2,345.0,0,1
2,0,63.0,2,478.0,3,3
3,1,98.0,2,188.0,4,11
0,4,87.0,0,338.0,0,10
0,1,64.0,2,420.0,2,3
2,0,37.0,1,469.0,5,8
3,4,49.0,0,353.0,3,7
3,0,13.0,2,287.0,5,2
1,2,60.0,0,368.0,6,3
2,2,97.0,2,249.0,4,9
1,2,57.0,2,109.0,1,11
1,4,59.0,0,335.0,2,12
0,2,52.0,1,100.0,5,5
2,2,78.0,0,254.0,4,9
0,0,94.0,1,245.0,2,1
0,1,84.0,0,117.0,3,9
3,4,54.0,2,488.0,4,10
0,4,92.0,0,317.0,3,1
2,0,20.0,2,72.0,2,10
3,1,83.0,1,373.0,5,4
2,1,100.0,2,341.0,5,9
3,3,10.0,0,61.0,5,2
2,0,29.0,2,301.0,1,4
1,4,35.0,1,293.0,3,9
1,2,70.0,0,107.0,0,6
0,3,13.0,0,458.0,5,9
2,0,50.0,2,366.0,2,10
1,0,53.0,2,215.0,0,3
1,2,46.0,0,500.0,0,7
1,0,37.0,1,160.0,6,7
0,0,64.0,1,386.0,6,3
1,1,74.0,1,390.0,0,4
3,2,34.0,0,107.0,6,6
1,4,65.0,1,184.0,0,12
3,3,81.0,1,327.0,3,2
2,3,24.0,0,162.0,4,3
2,2,62.0,2,433.0,6,4
2,0,15.0,2,468.0,2,2
0,1,32.0,2,374.0,4,4
3,1,57.0,1,413.0,1,10
2,1,98.0,1,102.0,6,3
3,3,27.0,1,488.0,0,2
3,0,57.0,1,177.0,1,1
0,4,27.0,0,237.0,0,10
2,3,54.0,2,483.0,5,6
3,1,76.0,0,270.0,2,11
0,1,66.0,0,357.0,5,5
3,4,32.0,0,366.0,5,11
3,1,42.0,2,79.0,6,1
2,2,65.0,0,78.0,4,2
2,3,26.0,0,136.0,0,1
3,1,63.0,1,312.0,5,9
1,4,20.0,2,136.0,4,3
0,0,86.0,0,447.0,2,6
1,2,12.0,0,338.0,4,12
2,2,57.0,1,113.0,3,10
1,1,21.0,0,87.0,5,3
2,1,40.0,2,444.0,0,4
3,0,38.0,1,246.0,0,4
0,1,36.0,0,477.0,2,3
2,2,36.0,2,499.0,0,3
3,4,47.0,0,304.0,0,6
0,2,11.0,1,115.0,1,12
3,4,82.0,0,174.0,0,7
1,4,27.0,2,296.0,4,6
3,3,63.0,1,418.0,3,1
1,1,41.0,0,117.0,4,11
2,0,14.0,2,275.0,4,8
2,0,16.0,1,357.0,0,5
0,0,15.0,2,108.0,5,1
2,1,73.0,1,363.0,0,4
1,1,84.0,1,218.0,5,12
2,4,99.0,1,459.0,1,8
0,0,42.0,2,55.0,4,11
1,0,98.0,0,451.0,0,6
3,2,30.0,0,220.0,1,10
0,3,42.0,1,492.0,5,3
0,4,63.0,1,423.0,6,3
2,4,32.0,1,362.0,4,2
1,3,75.0,0,176.0,2,10
0,2,12.0,0,302.0,4,12
2,2,27.0,0,217.0,2,1
1,4,69.0,0,364.0,2,3
3,1,36.0,1,270.0,1,4
1,4,69.0,0,373.0,3,5
0,1,44.0,2,327.0,3,1
2,4,96.0,0,113.0,3,9
1,4,25.0,0,341.0,3,5
0,4,79.0,0,131.0,5,8
0,0,54.0,1,198.0,0,1
3,3,36.0,2,294.0,1,2
1,3,43.0,1,307.0,3,6
3,0,47.0,0,107.0,0,8
2,3,98.0,1,276.0,5,1
1,4,35.0,1,385.0,3,8
3,0,33.0,0,302.0,2,11
0,1,99.0,1,158.0,2,1
1,4,70.0,2,244.0,3,12
3,1,33.0,0,400.0,4,2
1,0,87.0,1,276.0,2,3
0,1,37.0,0,344.0,0,3
1,0,10.0,0,222.0,1,11
3,0,80.0,0,129.0,5,3
1,4,93.0,2,421.0,6,12
0,3,60.0,0,170.0,6,8
0,4,85.0,0,294.0,5,6
0,1,75.0,1,370.0,0,3
2,4,52.0,0,319.0,3,8
0,2,72.0,2,234.0,5,4
3,2,10.0,0,488.0,2,3
0,2,72.0,1,392.0,3,1
0,3,20.0,0,467.0,2,10
0,1,63.0,0,358.0,6,9
0,4,44.0,2,227.0,4,4
0,1,95.0,0,353.0,3,2
3,4,53.0,2,165.0,5,6
1,4,24.0,0,373.0,6,6
3,4,58.0,1,196.0,4,3
0,4,43.0,2,332.0,4,12
0,0,56.0,0,137.0,4,7
3,4,66.0,1,401.0,4,4
0,0,21.0,1,206.0,1,7
1,0,75.0,2,182.0,0,2
2,4,21.0,2,487.0,1,7
2,3,14.0,0,318.0,0,4
0,1,49.0,0,119.0,3,3
1,4,36.0,1,142.0,2,7
1,1,84.0,2,377.0,4,1
2,2,47.0,1,372.0,6,12
3,1,81.0,1,292.0,0,5
2,2,19.0,0,89.0,1,6
1,3,96.0,2,486.0,2,2
2,1,77.0,0,372.0,4,5
0,1,72.0,1,169.0,6,4
2,4,80.0,2,163.0,1,4
2,3,57.0,2,477.0,4,6
0,4,88.0,1,383.0,6,2
2,3,37.0,2,496.0,1,4
3,1,12.0,1,89.0,5,3
0,2,88.0,2,245.0,4,1
1,1,52.0,1,80.0,2,7
2,1,90.0,2,463.0,6,11
1,4,27.0,0,246.0,5,4
1,1,89.0,2,478.0,3,7
1,1,58.0,2,263.0,0,7
3,1,94.0,1,331.0,4,8
1,0,25.0,2,385.0,3,10
0,1,29.0,0,218.0,6,9
1,3,84.0,1,319.0,5,2
0,0,30.0,1,276.0,0,10
0,3,79.0,1,278.0,4,3
0,2,42.0,0,380.0,6,5
0,2,70.0,0,231.0,2,8
2,2,79.0,2,204.0,4,9
3,3,94.0,2,180.0,0,5
1,2,79.0,0,94.0,3,1
2,2,79.0,1,246.0,6,4
0,1,19.0,1,464.0,2,6
2,0,21.0,0,66.0,6,12
0,2,13.0,1,197.0,1,3
2,2,54.0,1,164.0,3,12
2,1,61.0,1,134.0,3,12
0,0,16.0,1,64.0,0,3
3,2,54.0,1,465.0,1,5
3,0,91.0,2,499.0,2,2
1,0,51.0,1,193.0,4,1
0,3,83.0,0,273.0,3,4
2,1,100.0,2,207.0,2,2
1,2,46.0,2,184.0,6,2
3,1,87.0,2,265.0,1,1
1,3,90.0,1,131.0,6,3
1,0,34.0,1,166.0,3,4
0,2,47.0,2,118.0,4,8
3,4,51.0,0,410.0,0,4
3,4,91.0,2,492.0,0,5
2,4,89.0,2,437.0,2,10
0,2,59.0,2,118.0,4,4
3,1,85.0,1,115.0,5,12
3,4,34.0,2,360.0,2,10
2,2,26.0,1,248.0,6,1
1,0,62.0,2,387.0,1,2
3,1,18.0,1,313.0,4,12
0,2,80.0,2,381.0,4,9
3,3,71.0,0,291.0,0,7
2,2,81.0,2,263.0,1,3
0,3,31.0,1,395.0,1,3
3,1,51.0,1,325.0,5,4
0,2,87.0,0,259.0,6,3
1,1,40.0,1,459.0,1,1
1,0,87.0,1,95.0,4,8
3,1,99.0,2,327.0,3,1
2,4,32.0,0,157.0,1,5
0,1,49.0,0,69.0,4,5
2,3,59.0,1,438.0,1,1
1,0,23.0,0,142.0,0,8
3,3,56.0,2,217.0,2,1
0,2,49.0,1,53.0,2,10
2,4,87.0,0,50.0,4,10
0,0,71.0,2,470.0,3,7
0,4,93.0,1,276.0,2,1
0,2,19.0,0,273.0,4,12
0,4,32.0,0,490.0,4,10
0,0,85.0,0,287.0,1,3
2,4,21.0,0,413.0,1,5
3,0,80.0,0,362.0,0,2
2,2,84.0,1,469.0,0,9
1,1,87.0,0,430.0,4,2
2,1,18.0,1,276.0,5,11
3,2,52.0,2,200.0,0,4
3,2,82.0,2,355.0,0,7
3,3,53.0,2,54.0,0,4
2,2,96.0,0,85.0,6,1
1,1,40.0,1,255.0,3,4
0,2,78.0,0,460.0,1,6
0,0,32.0,1,128.0,5,1
0,2,37.0,2,460.0,2,11
2,0,42.0,0,79.0,1,4
2,2,72.0,1,301.0,3,3
1,1,21.0,2,115.0,2,4
2,0,65.0,2,235.0,3,10
0,3,23.0,2,204.0,4,6
1,2,35.0,1,209.0,5,7
1,4,69.0,2,366.0,2,5
2,1,34.0,1,323.0,2,4
2,4,23.0,0,350.0,6,7
2,4,20.0,0,76.0,2,9
0,0,97.0,1,173.0,1,1
0,3,45.0,1,159.0,2,8
3,1,17.0,0,98.0,3,9
0,1,100.0,0,339.0,2,5
0,0,78.0,1,411.0,4,11
0,3,35.0,2,382.0,3,7
1,3,96.0,2,57.0,6,4
0,1,69.0,0,440.0,5,12
1,3,80.0,0,190.0,3,12
0,3,92.0,1,472.0,0,10
3,4,38.0,0,229.0,6,2
0,3,37.0,2,162.0,0,5
3,1,31.0,0,362.0,5,5
2,0,52.0,0,75.0,2,4
0,4,62.0,2,293.0,3,11
0,3,51.0,2,439.0,5,10
3,2,12.0,2,291.0,1,7
1,3,50.0,1,291.0,4,12
3,3,46.0,2,128.0,5,12
0,4,50.0,2,209.0,6,4
2,2,11.0,1,482.0,3,3
2,1,46.0,2,87.0,1,11
0,0,29.0,2,246.0,2,11
3,4,17.0,2,121.0,4,1
3,3,33.0,1,144.0,0,6
1,3,32.0,2,446.0,0,4
0,0,51.0,2,63.0,0,11
3,4,65.0,1,175.0,6,9
1,0,50.0,0,461.0,5,1
1,4,57.0,1,82.0,0,5
3,2,63.0,0,498.0,6,6
3,3,62.0,1,486.0,1,4
0,4,87.0,1,71.0,4,10
3,3,99.0,1,286.0,0,4
2,3,18.0,1,348.0,5,11
3,1,65.0,1,103.0,6,4
1,3,17.0,0,412.0,5,9
2,2,54.0,1,165.0,1,1
1,0,49.0,0,242.0,0,7
2,1,45.0,0,381.0,6,8
2,3,24.0,1,451.0,2,3
3,4,44.0,0,88.0,3,4
0,1,93.0,0,142.0,4,10
2,2,79.0,1,291.0,5,2
2,4,81.0,2,347.0,1,3
2,4,76.0,0,97.0,3,12
1,4,69.0,2,143.0,4,5
3,0,96.0,0,366.0,6,2
2,3,37.0,2,442.0,3,3
1,3,78.0,2,446.0,4,11
2,2,85.0,2,101.0,1,3
2,1,56.0,2,292.0,1,12
2,2,100.0,1,290.0,5,6
2,4,13.0,1,60.0,5,1
1,3,28.0,0,444.0,5,8
0,4,67.0,1,400.0,2,7
1,0,25.0,0,340.0,0,2
3,1,81.0,0,126.0,6,12
2,3,44.0,2,283.0,4,10
2,0,22.0,2,405.0,5,12
0,4,75.0,1,139.0,2,4
1,0,53.0,1,55.0,1,2
0,2,76.0,2,450.0,0,6
0,3,17.0,0,216.0,1,3
1,0,90.0,0,338.0,4,4
2,3,30.0,0,209.0,4,11
1,1,37.0,1,286.0,1,4
3,2,80.0,1,163.0,6,3
1,3,37.0,1,493.0,4,2
3,0,65.0,0,233.0,0,9
0,1,32.0,1,492.0,0,10
2,2,100.0,1,139.0,1,12
0,2,30.0,1,176.0,6,6
3,0,89.0,1,390.0,6,3
0,1,93.0,2,319.0,5,7
3,1,35.0,1,356.0,6,5
1,4,16.0,2,101.0,5,2
2,1,97.0,0,248.0,1,2
3,4,14.0,1,263.0,0,3
1,1,20.0,2,130.0,1,3
3,4,97.0,2,452.0,6,2
0,4,28.0,2,150.0,3,3
1,2,58.0,2,218.0,6,2
1,4,13.0,2,440.0,3,12
3,2,47.0,0,257.0,0,8
3,4,25.0,1,462.0,1,2
2,2,20.0,0,366.0,0,1
0,3,59.0,1,363.0,1,12
0,2,13.0,0,415.0,4,7
3,3,99.0,1,98.0,1,9
2,1,87.0,0,247.0,1,1
1,0,64.0,1,298.0,6,2
2,3,85.0,0,374.0,3,11
1,2,55.0,2,369.0,4,9
1,1,81.0,1,60.0,4,5
2,0,17.0,1,478.0,5,11
3,0,27.0,0,260.0,1,6
2,0,88.0,2,351.0,1,7
3,2,67.0,2,482.0,0,4
0,4,53.0,2,184.0,3,3
3,4,47.0,1,293.0,2,7
3,2,10.0,1,50.0,6,7
2,4,94.0,0,366.0,2,4
0,1,16.0,1,243.0,0,11
3,4,64.0,2,145.0,1,4
1,4,88.0,0,216.0,2,7
2,0,71.0,1,80.0,4,1
0,1,37.0,0,275.0,5,2
1,4,42.0,1,204.0,0,3
2,1,93.0,2,500.0,3,3
1,4,24.0,2,474.0,5,4
1,1,66.0,0,315.0,2,11
0,3,44.0,1,159.0,5,5
3,3,74.0,1,176.0,6,3
2,0,68.0,1,279.0,1,5
2,4,46.0,0,473.0,2,7
3,3,61.0,0,285.0,3,3
2,0,84.0,1,319.0,0,4
3,4,99.0,1,68.0,6,7
0,3,98.0,1,391.0,5,11
2,1,95.0,0,72.0,6,4
2,3,25.0,2,150.0,2,7
0,2,38.0,0,227.0,0,2
1,1,20.0,2,69.0,3,1
3,2,37.0,2,289.0,5,4
1,0,95.0,0,485.0,1,3
2,0,81.0,0,142.0,4,2
2,4,40.0,2,309.0,4,3
2,3,14.0,0,112.0,4,5
2,2,49.0,2,267.0,3,12
2,0,46.0,1,59.0,1,3
2,0,31.0,2,131.0,5,4
2,0,48.0,1,249.0,4,9
0,2,36.0,1,54.0,6,8
2,4,52.0,1,96.0,1,8
2,2,16.0,0,364.0,5,3
3,0,48.0,2,348.0,4,3
2,0,31.0,0,106.0,0,2
3,0,13.0,1,290.0,0,10
0,3,37.0,0,441.0,5,8
0,2,16.0,1,470.0,2,3
0,1,58.0,0,498.0,2,11
0,4,72.0,2,115.0,2,9
1,0,53.0,2,473.0,5,3
0,2,21.0,0,349.0,2,6
0,1,92.0,1,489.0,2,1
1,3,14.0,0,111.0,2,10
0,0,27.0,1,78.0,5,11
1,1,10.0,1,302.0,0,10
2,4,86.0,2,152.0,0,4
3,0,80.0,1,238.0,2,7
1,1,72.0,2,485.0,6,2
3,4,40.0,1,453.0,1,5
0,4,96.0,1,195.0,3,6
3,2,56.0,1,255.0,4,11
3,2,46.0,2,119.0,1,5
3,0,81.0,2,361.0,3,12
3,3,41.0,0,151.0,6,1
1,3,66.0,0,381.0,1,3
1,0,21.0,1,68.0,6,7
2,2,28.0,0,120.0,6,5
1,2,17.0,0,152.0,5,2
3,2,83.0,1,301.0,4,5
1,3,95.0,0,198.0,0,6
1,4,30.0,2,132.0,4,8
3,3,22.0,1,483.0,5,9
1,1,30.0,1,486.0,4,3
1,4,19.0,1,379.0,2,10
3,4,61.0,1,405.0,6,10
0,1,41.0,2,57.0,2,9
2,1,56.0,2,444.0,0,5
0,4,36.0,0,174.0,3,9
0,3,17.0,0,325.0,2,4
0,2,68.0,2,224.0,1,5
2,0,30.0,0,187.0,3,7
3,4,91.0,0,408.0,0,4
0,1,12.0,1,373.0,3,4
3,4,37.0,1,363.0,4,12
1,2,51.0,2,123.0,0,3
2,3,28.0,0,258.0,0,8
1,4,13.0,2,58.0,3,2
1,2,80.0,0,140.0,4,8
1,2,41.0,1,243.0,3,2
1,2,47.0,1,378.0,0,4
0,2,86.0,1,152.0,2,4
2,2,55.0,1,235.0,5,3
0,2,71.0,1,391.0,1,6
3,3,83.0,0,478.0,4,1
2,3,90.0,2,477.0,0,2
1,1,56.0,0,448.0,2,3
3,4,58.0,0,199.0,2,1
3,1,79.0,1,110.0,4,7
1,1,18.0,2,53.0,4,9
2,3,45.0,1,280.0,2,8
0,4,31.0,1,438.0,4,6
2,1,67.0,2,223.0,2,4
0,0,39.0,2,250.0,0,3
1,3,20.0,1,234.0,2,1
3,4,88.0,2,182.0,5,9
3,3,68.0,0,193.0,5,3
1,2,62.0,1,431.0,6,2
2,0,28.0,1,132.0,4,3
1,1,80.0,1,219.0,5,2
2,1,10.0,0,459.0,6,5
0,4,37.0,1,411.0,0,3
1,0,91.0,0,464.0,4,6
3,3,19.0,1,69.0,4,1
2,4,17.0,2,67.0,3,1
3,1,11.0,1,368.0,1,10
1,2,88.0,0,152.0,6,2
0,0,74.0,1,218.0,0,8
1,0,29.0,1,361.0,3,12
1,1,40.0,1,383.0,5,4
1,0,28.0,1,82.0,4,6
1,0,93.0,2,348.0,0,1
3,4,41.0,1,230.0,1,4
0,2,54.0,2,138.0,0,4
3,4,12.0,1,447.0,5,1
0,2,59.0,2,72.0,6,2
2,3,61.0,0,234.0,6,6
0,1,91.0,0,223.0,3,3
1,2,93.0,0,182.0,3,5
0,1,89.0,1,222.0,4,8
0,4,89.0,0,360.0,4,1
0,0,57.0,1,310.0,5,2
3,2,30.0,2,368.0,5,3
2,4,19.0,2,239.0,2,5
2,3,96.0,0,150.0,4,1
1,1,18.0,2,248.0,6,4
1,4,55.0,1,353.0,2,7
0,4,45.0,0,466.0,6,8
0,3,27.0,1,273.0,2,4
0,0,79.0,0,181.0,1,3
3,3,53.0,0,375.0,2,4
0,0,99.0,1,209.0,4,10
3,1,79.0,2,57.0,5,10
0,0,76.0,2,196.0,2,4
1,0,20.0,0,458.0,5,2
0,4,28.0,2,121.0,0,10
3,3,100.0,2,323.0,1,3
2,3,12.0,0,488.0,2,6
0,0,87.0,2,487.0,3,1
2,4,19.0,0,343.0,3,3
2,1,37.0,2,193.0,0,2
1,3,64.0,0,263.0,1,10
2,4,68.0,2,262.0,5,4
0,3,81.0,2,428.0,6,6
2,0,24.0,0,459.0,4,6
1,4,10.0,0,74.0,6,2
2,1,91.0,1,451.0,6,3
3,2,71.0,0,361.0,1,3
3,4,38.0,0,96.0,1,1
2,3,33.0,0,144.0,5,11
2,4,73.0,0,361.0,2,11
0,3,54.0,2,120.0,1,1
3,4,60.0,2,220.0,5,8
1,1,44.0,1,352.0,4,8
3,0,41.0,2,323.0,5,12
1,0,71.0,0,110.0,5,12
1,1,53.0,0,350.0,1,3
3,1,71.0,2,497.0,5,3
0,4,19.0,2,92.0,0,3
0,3,69.0,2,68.0,5,11
3,1,89.0,1,196.0,4,1
2,0,56.0,1,461.0,1,2
1,1,72.0,2,415.0,6,6
2,0,16.0,2,289.0,5,4
0,4,38.0,1,416.0,3,4
0,3,15.0,0,187.0,1,2
3,4,26.0,1,140.0,0,6
2,4,40.0,1,356.0,4,9
3,4,81.0,2,266.0,0,4
3,0,60.0,2,78.0,0,3
1,0,39.0,2,97.0,0,3
1,0,99.0,2,138.0,6,2
2,4,67.0,0,154.0,3,4
2,3,22.0,1,200.0,5,12
1,1,53.0,2,356.0,0,8
3,0,34.0,2,198.0,2,10
0,3,94.0,0,121.0,4,10
2,0,70.0,0,239.0,1,2
2,0,63.0,0,427.0,6,12
0,3,19.0,1,402.0,5,2
2,1,31.0,2,298.0,2,3
3,2,29.0,0,274.0,6,4
0,0,75.0,1,62.0,6,5
0,0,45.0,0,376.0,1,9
3,0,83.0,2,266.0,2,5
3,1,28.0,2,383.0,5,8
3,0,50.0,2,112.0,0,11
1,3,96.0,1,465.0,4,6
0,2,46.0,0,201.0,6,8
2,4,92.0,2,403.0,5,12
2,3,54.0,1,93.0,6,10
2,4,72.0,1,182.0,5,4
2,2,54.0,1,81.0,1,2
1,4,74.0,1,463.0,5,2
3,2,49.0,0,461.0,5,7
0,3,11.0,0,439.0,2,6
3,4,74.0,1,376.0,0,1
1,3,70.0,2,497.0,1,3
1,0,87.0,0,122.0,4,3
1,4,58.0,0,217.0,2,12
2,4,39.0,2,55.0,2,4
2,3,43.0,2,495.0,1,9
2,2,57.0,0,500.0,2,8
1,0,63.0,2,400.0,0,7
1,4,33.0,1,241.0,1,5
2,0,78.0,1,257.0,2,8
0,4,17.0,2,122.0,1,11
3,0,52.0,1,477.0,2,9
0,2,22.0,0,81.0,1,8
0,2,28.0,0,290.0,5,11
2,1,73.0,0,459.0,4,4
0,1,41.0,2,273.0,2,4
1,1,17.0,0,77.0,4,3
0,3,38.0,0,413.0,3,10
3,4,84.0,0,296.0,0,12
1,1,60.0,0,136.0,1,3
3,0,34.0,2,193.0,0,1
3,3,97.0,1,271.0,2,1
0,1,89.0,0,499.0,1,10
3,4,81.0,1,59.0,4,10
1,1,55.0,1,379.0,1,9
1,1,33.0,1,228.0,4,7
0,3,29.0,2,57.0,6,4
0,4,97.0,0,440.0,6,7
0,1,12.0,1,64.0,2,2
0,3,83.0,1,304.0,6,7
0,0,12.0,1,428.0,0,6
1,1,27.0,1,445.0,5,3
0,1,22.0,2,286.0,0,4
2,4,60.0,1,277.0,2,12
1,3,62.0,0,349.0,5,7
3,3,56.0,2,215.0,5,1
3,2,36.0,0,408.0,4,6
3,4,46.0,0,283.0,6,8
0,0,48.0,0,311.0,1,4
2,2,20.0,1,110.0,3,5
1,4,16.0,1,66.0,2,12
2,1,33.0,1,461.0,4,11
1,3,19.0,1,464.0,1,1
2,0,40.0,2,427.0,0,2
0,1,17.0,0,326.0,1,6
2,4,80.0,0,399.0,6,2
0,1,63.0,2,472.0,6,1
3,3,90.0,0,129.0,6,11
1,2,36.0,2,331.0,0,4
2,0,85.0,2,368.0,2,2
0,4,35.0,1,298.0,4,4
1,4,10.0,2,161.0,2,11
2,4,13.0,1,94.0,6,6
2,2,24.0,2,137.0,4,3
3,4,53.0,1,483.0,1,6
3,0,12.0,1,182.0,0,5
2,2,93.0,2,262.0,2,2
0,4,59.0,2,153.0,3,9
0,4,70.0,1,467.0,5,10
0,2,82.0,0,334.0,1,8
3,1,85.0,1,229.0,3,7
2,3,98.0,2,312.0,2,1
2,4,91.0,1,460.0,1,12
3,4,83.0,0,72.0,4,1
2,1,66.0,0,320.0,4,1
1,2,61.0,1,118.0,6,6
1,1,25.0,1,232.0,3,2
0,1,44.0,0,457.0,2,3
1,2,14.0,1,433.0,0,5
2,1,87.0,0,300.0,0,7
2,3,69.0,0,179.0,0,1
0,0,70.0,2,154.0,5,8
0,2,52.0,2,247.0,4,12
0,4,63.0,1,488.0,4,2
1,2,75.0,2,81.0,0,3
0,0,24.0,1,485.0,0,2
2,3,25.0,2,476.0,0,6
1,3,81.0,0,99.0,6,6
1,1,98.0,1,171.0,2,3
0,2,91.0,2,367.0,6,12
2,2,87.0,2,392.0,1,10
0,1,41.0,2,286.0,4,10
3,2,15.0,2,403.0,4,10
0,3,23.0,1,404.0,4,10
2,3,64.0,1,119.0,1,11
3,2,67.0,1,457.0,0,7
0,1,32.0,0,253.0,1,2
3,3,32.0,1,466.0,0,12
1,0,72.0,1,220.0,3,2
2,2,14.0,0,448.0,3,12
3,0,58.0,2,279.0,6,8
2,3,89.0,0,50.0,3,4
3,2,12.0,1,436.0,6,2
1,2,73.0,2,471.0,6,1
2,1,28.0,2,343.0,5,9
1,2,15.0,0,219.0,4,10
2,1,10.0,2,344.0,6,3
2,3,93.0,2,444.0,6,11
1,0,88.0,1,500.0,5,12
3,4,29.0,0,297.0,4,11
2,4,28.0,0,497.0,5,10
2,3,77.0,2,320.0,4,12
0,4,28.0,1,289.0,2,9
2,3,22.0,2,78.0,4,1
2,2,17.0,2,442.0,3,4
3,3,26.0,2,316.0,6,4
2,1,71.0,2,487.0,1,8
1,1,15.0,1,357.0,1,12
0,1,69.0,2,414.0,2,9
3,4,89.0,1,198.0,6,12
